province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,OWNED,1,36868,94.07,18068,46.1,17358
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENTED,1,1826,4.66,18068,46.1,530
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENT FREE,1,500,1.28,18068,46.1,180
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,OWNED,2,36868,94.07,11708,29.87,10706
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENTED,2,1826,4.66,11708,29.87,859
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENT FREE,2,500,1.28,11708,29.87,143
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,OWNED,3,36868,94.07,5094,13,4749
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENTED,3,1826,4.66,5094,13,265
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENT FREE,3,500,1.28,5094,13,80
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,OWNED,4,36868,94.07,2308,5.89,2188
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENTED,4,1826,4.66,2308,5.89,102
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENT FREE,4,500,1.28,2308,5.89,18
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,OWNED,5,36868,94.07,831,2.12,801
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENTED,5,1826,4.66,831,2.12,24
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENT FREE,5,500,1.28,831,2.12,6
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,OWNED,6,36868,94.07,418,1.07,403
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENTED,6,1826,4.66,418,1.07,14
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENT FREE,6,500,1.28,418,1.07,1
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,OWNED,7,36868,94.07,311,0.79,289
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENTED,7,1826,4.66,311,0.79,19
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENT FREE,7,500,1.28,311,0.79,3
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,OWNED,8,36868,94.07,156,0.4,148
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENTED,8,1826,4.66,156,0.4,6
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENT FREE,8,500,1.28,156,0.4,2
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,OWNED,9,36868,94.07,300,0.77,226
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENTED,9,1826,4.66,300,0.77,7
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,RENT FREE,9,500,1.28,300,0.77,67
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,OWNED,1,16757,98.48,10702,62.89,10574
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,RENTED,1,189,1.11,10702,62.89,90
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,RENT FREE,1,70,0.41,10702,62.89,38
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,OWNED,2,16757,98.48,4149,24.38,4069
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,RENTED,2,189,1.11,4149,24.38,66
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,RENT FREE,2,70,0.41,4149,24.38,14
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,OWNED,3,16757,98.48,1240,7.29,1204
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,RENTED,3,189,1.11,1240,7.29,23
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,RENT FREE,3,70,0.41,1240,7.29,13
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,OWNED,4,16757,98.48,526,3.09,517
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,RENTED,4,189,1.11,526,3.09,7
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,RENT FREE,4,70,0.41,526,3.09,2
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,OWNED,5,16757,98.48,186,1.09,182
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,RENTED,5,189,1.11,186,1.09,1
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,RENT FREE,5,70,0.41,186,1.09,3
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,OWNED,6,16757,98.48,70,0.41,70
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,RENTED,6,189,1.11,70,0.41,0
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,RENT FREE,6,70,0.41,70,0.41,0
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,OWNED,7,16757,98.48,70,0.41,68
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,RENTED,7,189,1.11,70,0.41,2
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,RENT FREE,7,70,0.41,70,0.41,0
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,RURAL,OWNED,8,16757,98.48,24,0.14,24
