province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,UNDER CONSTRUCTION,1,1046,2.84,17358,47.08,359
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,LESS THAN 5 YEARS,1,3877,10.52,17358,47.08,1615
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,5-10 YEARS,1,12694,34.43,17358,47.08,6336
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,11-50 YEARS,1,17242,46.77,17358,47.08,8391
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,OVER 50 YEARS,1,2009,5.45,17358,47.08,657
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,UNDER CONSTRUCTION,2,1046,2.84,10706,29.04,381
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,LESS THAN 5 YEARS,2,3877,10.52,10706,29.04,1210
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,5-10 YEARS,2,12694,34.43,10706,29.04,3378
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,11-50 YEARS,2,17242,46.77,10706,29.04,5068
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,OVER 50 YEARS,2,2009,5.45,10706,29.04,669
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,UNDER CONSTRUCTION,3,1046,2.84,4749,12.88,159
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,LESS THAN 5 YEARS,3,3877,10.52,4749,12.88,681
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,5-10 YEARS,3,12694,34.43,4749,12.88,1618
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,11-50 YEARS,3,17242,46.77,4749,12.88,1991
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,OVER 50 YEARS,3,2009,5.45,4749,12.88,300
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,UNDER CONSTRUCTION,4,1046,2.84,2188,5.93,70
