province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,1 PERSON,1,742,1.89,1.39,18068,46.1,4.85,588
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,2 PERSONS,1,3028,7.73,1.36,18068,46.1,4.85,2345
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,3 PERSONS,1,4080,10.41,1.52,18068,46.1,4.85,2838
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,4 PERSONS,1,5179,13.21,1.63,18068,46.1,4.85,3189
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,5 PERSONS,1,5239,13.37,1.73,18068,46.1,4.85,2844
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,6 PERSONS,1,4939,12.6,1.86,18068,46.1,4.85,2286
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,7 PERSONS,1,4127,10.53,2,18068,46.1,4.85,1623
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,8 PERSONS,1,3478,8.87,2.19,18068,46.1,4.85,1060
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,9 PERSONS,1,2525,6.44,2.41,18068,46.1,4.85,582
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,5857,14.94,3.21,18068,46.1,4.85,713
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,1 PERSON,2,742,1.89,1.39,11708,29.87,6.66,88
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,2 PERSONS,2,3028,7.73,1.36,11708,29.87,6.66,474
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,3 PERSONS,2,4080,10.41,1.52,11708,29.87,6.66,809
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,4 PERSONS,2,5179,13.21,1.63,11708,29.87,6.66,1350
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,5 PERSONS,2,5239,13.37,1.73,11708,29.87,6.66,1625
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,6 PERSONS,2,4939,12.6,1.86,11708,29.87,6.66,1721
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,7 PERSONS,2,4127,10.53,2,11708,29.87,6.66,1544
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,8 PERSONS,2,3478,8.87,2.19,11708,29.87,6.66,1400
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,9 PERSONS,2,2525,6.44,2.41,11708,29.87,6.66,1014
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,5857,14.94,3.21,11708,29.87,6.66,1683
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,1 PERSON,3,742,1.89,1.39,5094,13,7.9,40
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,2 PERSONS,3,3028,7.73,1.36,5094,13,7.9,131
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,3 PERSONS,3,4080,10.41,1.52,5094,13,7.9,252
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,4 PERSONS,3,5179,13.21,1.63,5094,13,7.9,380
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,5 PERSONS,3,5239,13.37,1.73,5094,13,7.9,463
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,6 PERSONS,3,4939,12.6,1.86,5094,13,7.9,599
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,7 PERSONS,3,4127,10.53,2,5094,13,7.9,603
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,8 PERSONS,3,3478,8.87,2.19,5094,13,7.9,646
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,9 PERSONS,3,2525,6.44,2.41,5094,13,7.9,543
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,5857,14.94,3.21,5094,13,7.9,1437
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,1 PERSON,4,742,1.89,1.39,2308,5.89,9.26,12
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,2 PERSONS,4,3028,7.73,1.36,2308,5.89,9.26,41
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,3 PERSONS,4,4080,10.41,1.52,2308,5.89,9.26,84
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,4 PERSONS,4,5179,13.21,1.63,2308,5.89,9.26,127
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,5 PERSONS,4,5239,13.37,1.73,2308,5.89,9.26,167
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,6 PERSONS,4,4939,12.6,1.86,2308,5.89,9.26,203
BALOCHISTAN,111,GWADAR DISTRICT,GWADAR DISTRICT,TOTAL,7 PERSONS,4,4127,10.53,2,2308,5.89,9.26,208
