province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,UNDER CONSTRUCTION,6651,2.89,WALL,BAKED BRICKS/BLOCKS/STONES,114021,49.51,2980
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,UNDER CONSTRUCTION,6651,2.89,WALL,UNBAKED BRICKS/MUD,94222,40.92,2722
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,UNDER CONSTRUCTION,6651,2.89,WALL,WOOD/BAMBOO,17686,7.68,745
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,UNDER CONSTRUCTION,6651,2.89,WALL,OTHERS,4357,1.89,204
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,UNDER CONSTRUCTION,6651,2.89,ROOF,RCC/RBC,6233,2.71,529
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,UNDER CONSTRUCTION,6651,2.89,ROOF,CEMENT/IRON SHEETS,7583,3.29,576
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,UNDER CONSTRUCTION,6651,2.89,ROOF,GARDER/T.IRON,110206,47.86,2474
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,UNDER CONSTRUCTION,6651,2.89,ROOF,WOOD/BAMBOO,102051,44.31,2875
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,UNDER CONSTRUCTION,6651,2.89,ROOF,OTHERS,4213,1.83,197
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,LESS THAN 5 YEARS,42284,18.36,WALL,BAKED BRICKS/BLOCKS/STONES,114021,49.51,22199
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,LESS THAN 5 YEARS,42284,18.36,WALL,UNBAKED BRICKS/MUD,94222,40.92,15613
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,LESS THAN 5 YEARS,42284,18.36,WALL,WOOD/BAMBOO,17686,7.68,3557
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,LESS THAN 5 YEARS,42284,18.36,WALL,OTHERS,4357,1.89,915
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,LESS THAN 5 YEARS,42284,18.36,ROOF,RCC/RBC,6233,2.71,1270
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,LESS THAN 5 YEARS,42284,18.36,ROOF,CEMENT/IRON SHEETS,7583,3.29,1967
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,LESS THAN 5 YEARS,42284,18.36,ROOF,GARDER/T.IRON,110206,47.86,21005
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,LESS THAN 5 YEARS,42284,18.36,ROOF,WOOD/BAMBOO,102051,44.31,17157
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,LESS THAN 5 YEARS,42284,18.36,ROOF,OTHERS,4213,1.83,885
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,5-10 YEARS,79724,34.62,WALL,BAKED BRICKS/BLOCKS/STONES,114021,49.51,40498
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,5-10 YEARS,79724,34.62,WALL,UNBAKED BRICKS/MUD,94222,40.92,31139
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,5-10 YEARS,79724,34.62,WALL,WOOD/BAMBOO,17686,7.68,6681
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,5-10 YEARS,79724,34.62,WALL,OTHERS,4357,1.89,1406
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,5-10 YEARS,79724,34.62,ROOF,RCC/RBC,6233,2.71,1863
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,5-10 YEARS,79724,34.62,ROOF,CEMENT/IRON SHEETS,7583,3.29,2155
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,5-10 YEARS,79724,34.62,ROOF,GARDER/T.IRON,110206,47.86,39989
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,5-10 YEARS,79724,34.62,ROOF,WOOD/BAMBOO,102051,44.31,34133
