province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,facility,source,total_by_facility,percent_by_facility,count
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,230286,88.77,KITCHEN,SEPARATE,139637,53.83,124256
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,230286,88.77,KITCHEN,SHARED,78383,30.22,69075
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,230286,88.77,KITCHEN,NONE,41391,15.96,36955
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,230286,88.77,BATH,SEPARATE,141538,54.56,125323
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,230286,88.77,BATH,SHARED,85062,32.79,75235
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,230286,88.77,BATH,NONE,32811,12.65,29728
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,230286,88.77,LATRINE,SEWER,78888,30.41,67134
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,230286,88.77,LATRINE,SEPTIC TANK,15177,5.85,13053
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,230286,88.77,LATRINE,OPEN DRAIN,98710,38.05,88984
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,230286,88.77,LATRINE,PIT WITH SLAB,33372,12.86,30857
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,230286,88.77,LATRINE,OTHER,14061,5.42,13120
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,230286,88.77,LATRINE,NONE,19203,7.4,17138
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,21483,8.28,KITCHEN,SEPARATE,139637,53.83,12362
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,21483,8.28,KITCHEN,SHARED,78383,30.22,6875
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,21483,8.28,KITCHEN,NONE,41391,15.96,2246
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,21483,8.28,BATH,SEPARATE,141538,54.56,13054
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,21483,8.28,BATH,SHARED,85062,32.79,7371
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,21483,8.28,BATH,NONE,32811,12.65,1058
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,21483,8.28,LATRINE,SEWER,78888,30.41,10325
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,21483,8.28,LATRINE,SEPTIC TANK,15177,5.85,1430
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,21483,8.28,LATRINE,OPEN DRAIN,98710,38.05,6951
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,21483,8.28,LATRINE,PIT WITH SLAB,33372,12.86,1572
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,21483,8.28,LATRINE,OTHER,14061,5.42,536
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,21483,8.28,LATRINE,NONE,19203,7.4,669
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENT FREE,7642,2.95,KITCHEN,SEPARATE,139637,53.83,3019
