province_name,district_code,district_name,area_name,locality_size,locality_count,gender,total_population
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,181,ALL SEXES,822888
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,181,MALE,419441
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,181,FEMALE,403332
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,181,TRANSGENDER,115
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,"5,000 AND ABOVE",59,ALL SEXES,489987
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,"5,000 AND ABOVE",59,MALE,249774
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,"5,000 AND ABOVE",59,FEMALE,240155
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,"5,000 AND ABOVE",59,TRANSGENDER,58
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,"2,000 - 4,999",87,ALL SEXES,299555
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,"2,000 - 4,999",87,MALE,152571
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,"2,000 - 4,999",87,FEMALE,146932
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,"2,000 - 4,999",87,TRANSGENDER,52
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,"1,000 - 1,999",15,ALL SEXES,23318
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,"1,000 - 1,999",15,MALE,11848
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,"1,000 - 1,999",15,FEMALE,11466
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,"1,000 - 1,999",15,TRANSGENDER,4
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,500 - 999,12,ALL SEXES,8490
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,500 - 999,12,MALE,4464
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,500 - 999,12,FEMALE,4025
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,500 - 999,12,TRANSGENDER,1
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,200 - 499,3,ALL SEXES,986
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,200 - 499,3,MALE,514
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,200 - 499,3,FEMALE,472
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,200 - 499,3,TRANSGENDER,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,LESS THAN 200,5,ALL SEXES,552
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,LESS THAN 200,5,MALE,270
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,LESS THAN 200,5,FEMALE,282
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,LESS THAN 200,5,TRANSGENDER,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,UN-INHABITED,-,ALL SEXES,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,UN-INHABITED,-,MALE,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,UN-INHABITED,-,FEMALE,0
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,UN-INHABITED,-,TRANSGENDER,0
SINDH,078,LARKANA DISTRICT,BAKRANI TALUKA,TOTAL,40,ALL SEXES,196995
SINDH,078,LARKANA DISTRICT,BAKRANI TALUKA,TOTAL,40,MALE,100437
