province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,1,230286,88.77,137442,52.98,124084
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,1,21483,8.28,137442,52.98,8102
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENT FREE,1,7642,2.95,137442,52.98,5256
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,2,230286,88.77,79007,30.46,68251
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,2,21483,8.28,79007,30.46,9272
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENT FREE,2,7642,2.95,79007,30.46,1484
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,3,230286,88.77,24485,9.44,21107
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,3,21483,8.28,24485,9.44,2804
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENT FREE,3,7642,2.95,24485,9.44,574
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,4,230286,88.77,9971,3.84,9023
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,4,21483,8.28,9971,3.84,815
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENT FREE,4,7642,2.95,9971,3.84,133
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,5,230286,88.77,3462,1.33,3210
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,5,21483,8.28,3462,1.33,202
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENT FREE,5,7642,2.95,3462,1.33,50
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,6,230286,88.77,1610,0.62,1515
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,6,21483,8.28,1610,0.62,67
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENT FREE,6,7642,2.95,1610,0.62,28
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,7,230286,88.77,2084,0.8,1854
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,7,21483,8.28,2084,0.8,158
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENT FREE,7,7642,2.95,2084,0.8,72
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,8,230286,88.77,543,0.21,505
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENTED,8,21483,8.28,543,0.21,18
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,RENT FREE,8,7642,2.95,543,0.21,20
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OWNED,9,230286,88.77,807,0.31,737
