province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,1948,1521786,775934,745530,322,104.08,781.2,45.93,5.78,1001608,2.22
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,RURAL,NA,822888,419441,403332,115,103.99,NA,NA,5.81,611545,1.57
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,URBAN,NA,698898,356493,342198,207,104.18,NA,NA,5.76,390063,3.11
SINDH,078,LARKANA DISTRICT,BAKRANI TALUKA,TOTAL,425,229200,116711,112460,29,103.78,539.29,14.05,5.68,171813,1.53
SINDH,078,LARKANA DISTRICT,BAKRANI TALUKA,RURAL,NA,196995,100437,96535,23,104.04,NA,NA,5.67,166025,0.9
SINDH,078,LARKANA DISTRICT,BAKRANI TALUKA,URBAN,NA,32205,16274,15925,6,102.19,NA,NA,5.77,5788,9.44
SINDH,078,LARKANA DISTRICT,DOKRI TALUKA,TOTAL,412,224959,114666,110275,18,103.98,546.02,27.65,5.83,169033,1.51
SINDH,078,LARKANA DISTRICT,DOKRI TALUKA,RURAL,NA,162757,83175,79568,14,104.53,NA,NA,5.86,123408,1.46
SINDH,078,LARKANA DISTRICT,DOKRI TALUKA,URBAN,NA,62202,31491,30707,4,102.55,NA,NA,5.74,45625,1.64
SINDH,078,LARKANA DISTRICT,LARKANA TALUKA,TOTAL,549,735210,375609,359391,210,104.51,1339.18,66.38,5.77,434553,2.8
SINDH,078,LARKANA DISTRICT,LARKANA TALUKA,RURAL,NA,247204,126010,121161,33,104,NA,NA,5.94,164270,2.17
SINDH,078,LARKANA DISTRICT,LARKANA TALUKA,URBAN,NA,488006,249599,238230,177,104.77,NA,NA,5.69,270283,3.15
SINDH,078,LARKANA DISTRICT,RATODERO TALUKA,TOTAL,562,332417,168948,163404,65,103.39,591.49,35.04,5.85,226209,2.04
SINDH,078,LARKANA DISTRICT,RATODERO TALUKA,RURAL,NA,215932,109819,106068,45,103.54,NA,NA,5.75,157842,1.66
SINDH,078,LARKANA DISTRICT,RATODERO TALUKA,URBAN,NA,116485,59129,57336,20,103.13,NA,NA,6.06,68367,2.84
