province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,UNDER CONSTRUCTION,1,6651,2.89,124084,53.88,3183
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,LESS THAN 5 YEARS,1,42284,18.36,124084,53.88,21867
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,5-10 YEARS,1,79724,34.62,124084,53.88,42269
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,11-50 YEARS,1,95488,41.46,124084,53.88,53285
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OVER 50 YEARS,1,6139,2.67,124084,53.88,3480
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,UNDER CONSTRUCTION,2,6651,2.89,68251,29.64,2240
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,LESS THAN 5 YEARS,2,42284,18.36,68251,29.64,13201
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,5-10 YEARS,2,79724,34.62,68251,29.64,24870
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,11-50 YEARS,2,95488,41.46,68251,29.64,26392
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,OVER 50 YEARS,2,6139,2.67,68251,29.64,1548
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,UNDER CONSTRUCTION,3,6651,2.89,21107,9.17,688
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,LESS THAN 5 YEARS,3,42284,18.36,21107,9.17,4282
SINDH,078,LARKANA DISTRICT,LARKANA DISTRICT,TOTAL,5-10 YEARS,3,79724,34.62,21107,9.17,7278
