province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,996,1610960,817651,793298,11,103.07,1617.43,16.77,7.3,1022364,2.42
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,RURAL,NA,1340756,678713,662036,7,102.52,NA,NA,7.33,829513,2.55
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,URBAN,NA,270204,138938,131262,4,105.85,NA,NA,7.15,192851,1.79
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA TEHSIL,TOTAL,445,804843,410974,393865,4,104.34,1808.64,18.12,7.3,527152,2.25
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA TEHSIL,RURAL,NA,659042,336077,322964,1,104.06,NA,NA,7.37,415086,2.46
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA TEHSIL,URBAN,NA,145801,74897,70901,3,105.64,NA,NA,7.01,112066,1.39
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,SHABQADAR TEHSIL,TOTAL,204,379952,191741,188210,1,101.88,1862.51,24.08,7.54,240751,2.43
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,SHABQADAR TEHSIL,RURAL,NA,288462,144441,144021,NA,100.29,NA,NA,7.54,185312,2.35
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,SHABQADAR TEHSIL,URBAN,NA,91490,47300,44189,1,107.04,NA,NA,7.55,55439,2.67
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,TANGI TEHSIL,TOTAL,347,426165,214936,211223,6,101.76,1228.14,7.72,7.1,254461,2.75
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,TANGI TEHSIL,RURAL,NA,393252,198195,195051,6,101.61,NA,NA,7.13,229115,2.88
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,TANGI TEHSIL,URBAN,NA,32913,16741,16172,NA,103.52,NA,NA,6.78,25346,1.38
