province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,UNDER CONSTRUCTION,2107,1.15,WALL,BAKED BRICKS/BLOCKS/STONES,141145,76.96,1677
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,UNDER CONSTRUCTION,2107,1.15,WALL,UNBAKED BRICKS/MUD,37758,20.59,326
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,UNDER CONSTRUCTION,2107,1.15,WALL,WOOD/BAMBOO,1698,0.93,45
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,UNDER CONSTRUCTION,2107,1.15,WALL,OTHERS,2798,1.53,59
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,UNDER CONSTRUCTION,2107,1.15,ROOF,RCC/RBC,62007,33.81,969
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,UNDER CONSTRUCTION,2107,1.15,ROOF,CEMENT/IRON SHEETS,10329,5.63,186
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,UNDER CONSTRUCTION,2107,1.15,ROOF,GARDER/T.IRON,44309,24.16,405
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,UNDER CONSTRUCTION,2107,1.15,ROOF,WOOD/BAMBOO,63158,34.44,472
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,UNDER CONSTRUCTION,2107,1.15,ROOF,OTHERS,3596,1.96,75
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,LESS THAN 5 YEARS,22976,12.53,WALL,BAKED BRICKS/BLOCKS/STONES,141145,76.96,19316
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,LESS THAN 5 YEARS,22976,12.53,WALL,UNBAKED BRICKS/MUD,37758,20.59,3083
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,LESS THAN 5 YEARS,22976,12.53,WALL,WOOD/BAMBOO,1698,0.93,182
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,LESS THAN 5 YEARS,22976,12.53,WALL,OTHERS,2798,1.53,395
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,LESS THAN 5 YEARS,22976,12.53,ROOF,RCC/RBC,62007,33.81,10285
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,LESS THAN 5 YEARS,22976,12.53,ROOF,CEMENT/IRON SHEETS,10329,5.63,1631
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,LESS THAN 5 YEARS,22976,12.53,ROOF,GARDER/T.IRON,44309,24.16,5864
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,LESS THAN 5 YEARS,22976,12.53,ROOF,WOOD/BAMBOO,63158,34.44,4623
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,LESS THAN 5 YEARS,22976,12.53,ROOF,OTHERS,3596,1.96,573
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,5-10 YEARS,53675,29.27,WALL,BAKED BRICKS/BLOCKS/STONES,141145,76.96,44206
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,5-10 YEARS,53675,29.27,WALL,UNBAKED BRICKS/MUD,37758,20.59,8030
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,5-10 YEARS,53675,29.27,WALL,WOOD/BAMBOO,1698,0.93,637
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,5-10 YEARS,53675,29.27,WALL,OTHERS,2798,1.53,802
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,5-10 YEARS,53675,29.27,ROOF,RCC/RBC,62007,33.81,19692
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,5-10 YEARS,53675,29.27,ROOF,CEMENT/IRON SHEETS,10329,5.63,3384
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,5-10 YEARS,53675,29.27,ROOF,GARDER/T.IRON,44309,24.16,14625
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,5-10 YEARS,53675,29.27,ROOF,WOOD/BAMBOO,63158,34.44,14833
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,5-10 YEARS,53675,29.27,ROOF,OTHERS,3596,1.96,1141
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,11-50 YEARS,97701,53.27,WALL,BAKED BRICKS/BLOCKS/STONES,141145,76.96,71424
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,11-50 YEARS,97701,53.27,WALL,UNBAKED BRICKS/MUD,37758,20.59,24090
KHYBER PAKTUNKHWA,016,CHARSADDA DISTRICT,CHARSADDA DISTRICT,TOTAL,11-50 YEARS,97701,53.27,WALL,WOOD/BAMBOO,1698,0.93,773
