province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OWNED,1,136989,84.65,26843,16.59,21152
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENTED,1,17883,11.05,26843,16.59,3289
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENT FREE,1,6967,4.3,26843,16.59,2402
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OWNED,2,136989,84.65,54409,33.62,44034
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENTED,2,17883,11.05,54409,33.62,7757
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENT FREE,2,6967,4.3,54409,33.62,2618
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OWNED,3,136989,84.65,37410,23.12,32082
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENTED,3,17883,11.05,37410,23.12,4231
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENT FREE,3,6967,4.3,37410,23.12,1097
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OWNED,4,136989,84.65,23080,14.26,20890
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENTED,4,17883,11.05,23080,14.26,1721
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENT FREE,4,6967,4.3,23080,14.26,469
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OWNED,5,136989,84.65,9320,5.76,8625
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENTED,5,17883,11.05,9320,5.76,506
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENT FREE,5,6967,4.3,9320,5.76,189
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OWNED,6,136989,84.65,5427,3.35,5165
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENTED,6,17883,11.05,5427,3.35,179
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENT FREE,6,6967,4.3,5427,3.35,83
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OWNED,7,136989,84.65,2242,1.39,2105
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENTED,7,17883,11.05,2242,1.39,101
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENT FREE,7,6967,4.3,2242,1.39,36
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OWNED,8,136989,84.65,1480,0.91,1420
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENTED,8,17883,11.05,1480,0.91,46
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENT FREE,8,6967,4.3,1480,0.91,14
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OWNED,9,136989,84.65,1628,1.01,1516
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENTED,9,17883,11.05,1628,1.01,53
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,RENT FREE,9,6967,4.3,1628,1.01,59
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,OWNED,1,122898,87.33,24377,17.32,19942
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENTED,1,11618,8.26,24377,17.32,2260
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENT FREE,1,6211,4.41,24377,17.32,2175
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,OWNED,2,122898,87.33,48618,34.55,40801
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENTED,2,11618,8.26,48618,34.55,5460
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENT FREE,2,6211,4.41,48618,34.55,2357
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,OWNED,3,122898,87.33,31868,22.65,28515
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENTED,3,11618,8.26,31868,22.65,2396
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENT FREE,3,6211,4.41,31868,22.65,957
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,OWNED,4,122898,87.33,19510,13.86,18088
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENTED,4,11618,8.26,19510,13.86,1029
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENT FREE,4,6211,4.41,19510,13.86,393
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,OWNED,5,122898,87.33,7756,5.51,7311
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENTED,5,11618,8.26,7756,5.51,281
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENT FREE,5,6211,4.41,7756,5.51,164
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,OWNED,6,122898,87.33,4413,3.14,4246
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENTED,6,11618,8.26,4413,3.14,91
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENT FREE,6,6211,4.41,4413,3.14,76
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,OWNED,7,122898,87.33,1758,1.25,1679
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENTED,7,11618,8.26,1758,1.25,54
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENT FREE,7,6211,4.41,1758,1.25,25
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,OWNED,8,122898,87.33,1160,0.82,1126
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENTED,8,11618,8.26,1160,0.82,22
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENT FREE,8,6211,4.41,1160,0.82,12
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,OWNED,9,122898,87.33,1267,0.9,1190
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENTED,9,11618,8.26,1267,0.9,25
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,RURAL,RENT FREE,9,6211,4.41,1267,0.9,52
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,OWNED,1,14091,66.74,2466,11.68,1210
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENTED,1,6265,29.68,2466,11.68,1029
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENT FREE,1,756,3.58,2466,11.68,227
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,OWNED,2,14091,66.74,5791,27.43,3233
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENTED,2,6265,29.68,5791,27.43,2297
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENT FREE,2,756,3.58,5791,27.43,261
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,OWNED,3,14091,66.74,5542,26.25,3567
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENTED,3,6265,29.68,5542,26.25,1835
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENT FREE,3,756,3.58,5542,26.25,140
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,OWNED,4,14091,66.74,3570,16.91,2802
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENTED,4,6265,29.68,3570,16.91,692
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENT FREE,4,756,3.58,3570,16.91,76
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,OWNED,5,14091,66.74,1564,7.41,1314
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENTED,5,6265,29.68,1564,7.41,225
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENT FREE,5,756,3.58,1564,7.41,25
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,OWNED,6,14091,66.74,1014,4.8,919
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENTED,6,6265,29.68,1014,4.8,88
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENT FREE,6,756,3.58,1014,4.8,7
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,OWNED,7,14091,66.74,484,2.29,426
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENTED,7,6265,29.68,484,2.29,47
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENT FREE,7,756,3.58,484,2.29,11
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,OWNED,8,14091,66.74,320,1.52,294
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENTED,8,6265,29.68,320,1.52,24
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENT FREE,8,756,3.58,320,1.52,2
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,OWNED,9,14091,66.74,361,1.71,326
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENTED,9,6265,29.68,361,1.71,28
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,URBAN,RENT FREE,9,756,3.58,361,1.71,7
