province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,facility,source,total_by_facility,percent_by_facility,count
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2529,1.85,KITCHEN,SEPARATE,94905,69.28,1883
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2529,1.85,KITCHEN,SHARED,23449,17.12,360
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2529,1.85,KITCHEN,NONE,18635,13.6,286
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2529,1.85,BATH,SEPARATE,97676,71.3,1932
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2529,1.85,BATH,SHARED,27811,20.3,428
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2529,1.85,BATH,NONE,11502,8.4,169
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2529,1.85,LATRINE,SEWER,13768,10.05,323
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2529,1.85,LATRINE,SEPTIC TANK,42191,30.8,707
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2529,1.85,LATRINE,OPEN DRAIN,3956,2.89,94
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2529,1.85,LATRINE,PIT WITH SLAB,64718,47.24,1219
