province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,1,2529,1.85,21152,15.44,388
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,1,10296,7.52,21152,15.44,1509
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,5-10 YEARS,1,27044,19.74,21152,15.44,3965
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,11-50 YEARS,1,91510,66.8,21152,15.44,14159
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OVER 50 YEARS,1,5610,4.1,21152,15.44,1131
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2,2529,1.85,44034,32.14,835
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,2,10296,7.52,44034,32.14,3093
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,5-10 YEARS,2,27044,19.74,44034,32.14,8764
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,11-50 YEARS,2,91510,66.8,44034,32.14,29567
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OVER 50 YEARS,2,5610,4.1,44034,32.14,1775
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,3,2529,1.85,32082,23.42,671
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,3,10296,7.52,32082,23.42,2687
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,5-10 YEARS,3,27044,19.74,32082,23.42,6529
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,11-50 YEARS,3,91510,66.8,32082,23.42,20971
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OVER 50 YEARS,3,5610,4.1,32082,23.42,1224
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,4,2529,1.85,20890,15.25,352
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,4,10296,7.52,20890,15.25,1641
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,5-10 YEARS,4,27044,19.74,20890,15.25,4173
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,11-50 YEARS,4,91510,66.8,20890,15.25,13933
