province_name,district_code,district_name,area_name,locality_size,locality_count,gender,total_population
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,362,ALL SEXES,868415
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,362,MALE,430407
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,362,FEMALE,437991
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,362,TRANSGENDER,17
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,"5,000 AND ABOVE",40,ALL SEXES,361332
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,"5,000 AND ABOVE",40,MALE,182225
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,"5,000 AND ABOVE",40,FEMALE,179094
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,"5,000 AND ABOVE",40,TRANSGENDER,13
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,"2,000 - 4,999",104,ALL SEXES,319716
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,"2,000 - 4,999",104,MALE,156527
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,"2,000 - 4,999",104,FEMALE,163187
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,"2,000 - 4,999",104,TRANSGENDER,2
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,"1,000 - 1,999",90,ALL SEXES,130830
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,"1,000 - 1,999",90,MALE,63822
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,"1,000 - 1,999",90,FEMALE,67007
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,"1,000 - 1,999",90,TRANSGENDER,1
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,500 - 999,58,ALL SEXES,42186
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,500 - 999,58,MALE,20643
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,500 - 999,58,FEMALE,21542
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,500 - 999,58,TRANSGENDER,1
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,200 - 499,35,ALL SEXES,12006
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,200 - 499,35,MALE,6006
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,200 - 499,35,FEMALE,6000
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,200 - 499,35,TRANSGENDER,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,LESS THAN 200,24,ALL SEXES,2345
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,LESS THAN 200,24,MALE,1184
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,LESS THAN 200,24,FEMALE,1161
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,LESS THAN 200,24,TRANSGENDER,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,UN-INHABITED,11,ALL SEXES,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,UN-INHABITED,11,MALE,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,UN-INHABITED,11,FEMALE,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,UN-INHABITED,11,TRANSGENDER,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,TOTAL,67,ALL SEXES,144917
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,TOTAL,67,MALE,72137
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,TOTAL,67,FEMALE,72780
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,TOTAL,67,TRANSGENDER,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,"5,000 AND ABOVE",7,ALL SEXES,52569
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,"5,000 AND ABOVE",7,MALE,26433
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,"5,000 AND ABOVE",7,FEMALE,26136
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,"5,000 AND ABOVE",7,TRANSGENDER,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,"2,000 - 4,999",15,ALL SEXES,47026
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,"2,000 - 4,999",15,MALE,23227
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,"2,000 - 4,999",15,FEMALE,23799
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,"2,000 - 4,999",15,TRANSGENDER,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,"1,000 - 1,999",23,ALL SEXES,33804
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,"1,000 - 1,999",23,MALE,16624
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,"1,000 - 1,999",23,FEMALE,17180
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,"1,000 - 1,999",23,TRANSGENDER,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,500 - 999,13,ALL SEXES,8547
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,500 - 999,13,MALE,4322
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,500 - 999,13,FEMALE,4225
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,500 - 999,13,TRANSGENDER,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,200 - 499,8,ALL SEXES,2789
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,200 - 499,8,MALE,1444
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,200 - 499,8,FEMALE,1345
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,200 - 499,8,TRANSGENDER,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,LESS THAN 200,1,ALL SEXES,182
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,LESS THAN 200,1,MALE,87
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,LESS THAN 200,1,FEMALE,95
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,LESS THAN 200,1,TRANSGENDER,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,GHAZI TEHSIL,UN-INHABITED,-,ALL SEXES,0
