province_name,district_code,district_name,area_name,area_type,gender,work_activity,age_group,count
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,10 AND ABOVE,752030
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,10 - 14,105015
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,15 - 19,99499
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,20 - 24,91577
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,25 - 29,81047
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,30 - 34,74105
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,35 - 39,61937
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,40 - 44,51008
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,45 - 49,42394
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,50 - 54,39657
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,55 - 59,28568
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,60 - 64,27162
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,65 - 69,19568
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,70 - 74,14241
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,75 AND ABOVE,16252
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,WORKING,10 AND ABOVE,207388
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,WORKING,10 - 14,1632
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,WORKING,15 - 19,9385
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,WORKING,20 - 24,24264
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,WORKING,25 - 29,27768
