province_name,district_code,district_name,area_name,area_type,gender,cnic_status,age_group,count
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,18 AND ABOVE,582585
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,18 AND ABOVE,525351
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,18 AND ABOVE,57234
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,18 AND ABOVE,282599
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,MALE,CNIC OBTAINED,18 AND ABOVE,270058
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,18 AND ABOVE,12541
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,18 AND ABOVE,299939
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,18 AND ABOVE,255255
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,18 AND ABOVE,44684
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,18 AND ABOVE,47
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,18 AND ABOVE,38
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,18 AND ABOVE,9
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,18 - 19,37918
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,18 - 19,18661
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,CNIC NOT OBTAINED,18 - 19,19257
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,MALE,TOTAL POPULATION,18 - 19,19283
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,MALE,CNIC OBTAINED,18 - 19,12254
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,MALE,CNIC NOT OBTAINED,18 - 19,7029
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,FEMALE,TOTAL POPULATION,18 - 19,18632
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,FEMALE,CNIC OBTAINED,18 - 19,6406
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,FEMALE,CNIC NOT OBTAINED,18 - 19,12226
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,TRANSGENDER,TOTAL POPULATION,18 - 19,3
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,TRANSGENDER,CNIC OBTAINED,18 - 19,1
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,TRANSGENDER,CNIC NOT OBTAINED,18 - 19,2
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,TOTAL POPULATION,20 - 24,90927
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,ALL SEXES,CNIC OBTAINED,20 - 24,72118
