province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,1 PERSON,1,4754,2.94,1.96,26843,16.59,4.36,2238
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,2 PERSONS,1,11045,6.82,2.11,26843,16.59,4.36,3850
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,3 PERSONS,1,14983,9.26,2.3,26843,16.59,4.36,4075
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,4 PERSONS,1,21648,13.38,2.46,26843,16.59,4.36,4644
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,5 PERSONS,1,26574,16.42,2.61,26843,16.59,4.36,4538
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,6 PERSONS,1,24849,15.35,2.77,26843,16.59,4.36,3455
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,7 PERSONS,1,18209,11.25,2.95,26843,16.59,4.36,1913
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,8 PERSONS,1,12566,7.76,3.15,26843,16.59,4.36,1048
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,9 PERSONS,1,8173,5.05,3.43,26843,16.59,4.36,526
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,19038,11.76,4.28,26843,16.59,4.36,556
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,1 PERSON,2,4754,2.94,1.96,54409,33.62,5.36,1432
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,2 PERSONS,2,11045,6.82,2.11,54409,33.62,5.36,4235
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,3 PERSONS,2,14983,9.26,2.3,54409,33.62,5.36,5934
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,4 PERSONS,2,21648,13.38,2.46,54409,33.62,5.36,8593
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,5 PERSONS,2,26574,16.42,2.61,54409,33.62,5.36,10332
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,6 PERSONS,2,24849,15.35,2.77,54409,33.62,5.36,9078
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,7 PERSONS,2,18209,11.25,2.95,54409,33.62,5.36,6269
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,8 PERSONS,2,12566,7.76,3.15,54409,33.62,5.36,3762
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,9 PERSONS,2,8173,5.05,3.43,54409,33.62,5.36,2043
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,19038,11.76,4.28,54409,33.62,5.36,2731
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,1 PERSON,3,4754,2.94,1.96,37410,23.12,6.22,593
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,2 PERSONS,3,11045,6.82,2.11,37410,23.12,6.22,1723
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,3 PERSONS,3,14983,9.26,2.3,37410,23.12,6.22,2905
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,4 PERSONS,3,21648,13.38,2.46,37410,23.12,6.22,4742
