province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,87918,64.18,BAKED BRICKS/BLOCKS/STONES,2362,1.72,1756
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,87918,64.18,UNBAKED BRICKS/MUD,110,0.08,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,87918,64.18,WOOD/BAMBOO,20,0.01,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,87918,64.18,OTHERS,37,0.03,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,87918,64.18,BAKED BRICKS/BLOCKS/STONES,9682,7.07,7474
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,87918,64.18,UNBAKED BRICKS/MUD,448,0.33,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,87918,64.18,WOOD/BAMBOO,71,0.05,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,87918,64.18,OTHERS,95,0.07,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,87918,64.18,BAKED BRICKS/BLOCKS/STONES,25138,18.35,18463
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,87918,64.18,UNBAKED BRICKS/MUD,1514,1.11,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,87918,64.18,WOOD/BAMBOO,201,0.15,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,87918,64.18,OTHERS,191,0.14,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,87918,64.18,BAKED BRICKS/BLOCKS/STONES,84351,61.58,57872
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,87918,64.18,UNBAKED BRICKS/MUD,5741,4.19,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,87918,64.18,WOOD/BAMBOO,706,0.52,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,87918,64.18,OTHERS,712,0.52,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,87918,64.18,BAKED BRICKS/BLOCKS/STONES,4310,3.15,2353
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,87918,64.18,UNBAKED BRICKS/MUD,1057,0.77,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,87918,64.18,WOOD/BAMBOO,169,0.12,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,87918,64.18,OTHERS,74,0.05,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,12211,8.91,BAKED BRICKS/BLOCKS/STONES,2362,1.72,197
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,12211,8.91,UNBAKED BRICKS/MUD,110,0.08,34
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,12211,8.91,WOOD/BAMBOO,20,0.01,0
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,CEMENT/IRON SHEETS,12211,8.91,OTHERS,37,0.03,2
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,12211,8.91,BAKED BRICKS/BLOCKS/STONES,9682,7.07,793
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,12211,8.91,UNBAKED BRICKS/MUD,448,0.33,170
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,12211,8.91,WOOD/BAMBOO,71,0.05,4
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,CEMENT/IRON SHEETS,12211,8.91,OTHERS,95,0.07,2
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,12211,8.91,BAKED BRICKS/BLOCKS/STONES,25138,18.35,2035
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,12211,8.91,UNBAKED BRICKS/MUD,1514,1.11,420
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,12211,8.91,WOOD/BAMBOO,201,0.15,4
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,5 - 10 YEARS,CEMENT/IRON SHEETS,12211,8.91,OTHERS,191,0.14,2
KHYBER PAKTUNKHWA,007,HARIPUR DISTRICT,HARIPUR DISTRICT,TOTAL,11 - 50 YEARS,CEMENT/IRON SHEETS,12211,8.91,BAKED BRICKS/BLOCKS/STONES,84351,61.58,6347
