province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,3137,1.73,BAKED BRICKS/BLOCKS/STONES,2083,1.15,710
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,3137,1.73,UNBAKED BRICKS/MUD,1846,1.02,0
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,3137,1.73,WOOD/BAMBOO,829,0.46,0
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,3137,1.73,OTHERS,316,0.17,0
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,3137,1.73,BAKED BRICKS/BLOCKS/STONES,11256,6.19,952
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,3137,1.73,UNBAKED BRICKS/MUD,16421,9.03,0
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,3137,1.73,WOOD/BAMBOO,5801,3.19,0
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,3137,1.73,OTHERS,1928,1.06,0
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,3137,1.73,BAKED BRICKS/BLOCKS/STONES,23894,13.14,801
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,3137,1.73,UNBAKED BRICKS/MUD,25648,14.11,0
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,3137,1.73,WOOD/BAMBOO,9290,5.11,0
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,3137,1.73,OTHERS,2102,1.16,0
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,3137,1.73,BAKED BRICKS/BLOCKS/STONES,25488,14.02,591
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,3137,1.73,UNBAKED BRICKS/MUD,31875,17.53,0
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,3137,1.73,WOOD/BAMBOO,9816,5.4,0
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,3137,1.73,OTHERS,1769,0.97,0
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,3137,1.73,BAKED BRICKS/BLOCKS/STONES,4218,2.32,83
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,3137,1.73,UNBAKED BRICKS/MUD,4951,2.72,0
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,3137,1.73,WOOD/BAMBOO,1766,0.97,0
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,3137,1.73,OTHERS,483,0.27,0
