province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,1,181780,89.83,140911,69.63,125717
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,1,6029,2.98,140911,69.63,3046
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENT FREE,1,14557,7.19,140911,69.63,12148
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,2,181780,89.83,41667,20.59,37546
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,2,6029,2.98,41667,20.59,2359
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENT FREE,2,14557,7.19,41667,20.59,1762
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,3,181780,89.83,11078,5.47,10286
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,3,6029,2.98,11078,5.47,417
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENT FREE,3,14557,7.19,11078,5.47,375
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,4,181780,89.83,4789,2.37,4534
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,4,6029,2.98,4789,2.37,129
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENT FREE,4,14557,7.19,4789,2.37,126
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,5,181780,89.83,1405,0.69,1352
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,5,6029,2.98,1405,0.69,21
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENT FREE,5,14557,7.19,1405,0.69,32
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,6,181780,89.83,738,0.36,707
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,6,6029,2.98,738,0.36,12
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENT FREE,6,14557,7.19,738,0.36,19
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,7,181780,89.83,1187,0.59,1084
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,7,6029,2.98,1187,0.59,38
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENT FREE,7,14557,7.19,1187,0.59,65
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,8,181780,89.83,209,0.1,194
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,8,6029,2.98,209,0.1,3
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENT FREE,8,14557,7.19,209,0.1,12
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,9,181780,89.83,382,0.19,360
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,9,6029,2.98,382,0.19,4
