province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,2512,1233760,635558,598130,72,106.26,491.15,24.68,5.94,880438,1.79
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,RURAL,NA,929319,479470,449806,43,106.59,NA,NA,5.96,668459,1.75
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,URBAN,NA,304441,156088,148324,29,105.23,NA,NA,5.9,211979,1.92
SINDH,079,SHIKARPUR DISTRICT,GARHI YASIN TALUKA,TOTAL,971,316573,162353,154198,22,105.29,326.03,11.35,5.96,227966,1.74
SINDH,079,SHIKARPUR DISTRICT,GARHI YASIN TALUKA,RURAL,NA,280636,143920,136699,17,105.28,NA,NA,5.96,202962,1.72
SINDH,079,SHIKARPUR DISTRICT,GARHI YASIN TALUKA,URBAN,NA,35937,18433,17499,5,105.34,NA,NA,5.93,25004,1.92
SINDH,079,SHIKARPUR DISTRICT,KHANPUR TALUKA,TOTAL,629,276140,144583,131540,17,109.92,439.01,9.02,6.29,191681,1.94
SINDH,079,SHIKARPUR DISTRICT,KHANPUR TALUKA,RURAL,NA,251221,131793,119414,14,110.37,NA,NA,6.35,173075,1.98
SINDH,079,SHIKARPUR DISTRICT,KHANPUR TALUKA,URBAN,NA,24919,12790,12126,3,105.48,NA,NA,5.78,18606,1.55
SINDH,079,SHIKARPUR DISTRICT,LAKHI TALUKA,TOTAL,351,248756,127183,121567,6,104.62,708.71,19.07,5.77,188298,1.47
SINDH,079,SHIKARPUR DISTRICT,LAKHI TALUKA,RURAL,NA,201329,102838,98487,4,104.42,NA,NA,5.8,154812,1.39
SINDH,079,SHIKARPUR DISTRICT,LAKHI TALUKA,URBAN,NA,47427,24345,23080,2,105.48,NA,NA,5.65,33486,1.85
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR TALUKA,TOTAL,561,392291,201439,190825,27,105.56,699.27,50,5.82,272493,1.93
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR TALUKA,RURAL,NA,196133,100919,95206,8,106,NA,NA,5.67,137610,1.88
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR TALUKA,URBAN,NA,196158,100520,95619,19,105.13,NA,NA,5.97,134883,1.99
