province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,1,5074,2.79,125717,69.16,3297
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,1,35406,19.48,125717,69.16,26596
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5-10 YEARS,1,60934,33.52,125717,69.16,41249
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,11-50 YEARS,1,68948,37.93,125717,69.16,47337
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OVER 50 YEARS,1,11418,6.28,125717,69.16,7238
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,2,5074,2.79,37546,20.65,1010
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,2,35406,19.48,37546,20.65,5995
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5-10 YEARS,2,60934,33.52,37546,20.65,13762
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,11-50 YEARS,2,68948,37.93,37546,20.65,14169
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OVER 50 YEARS,2,11418,6.28,37546,20.65,2610
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,3,5074,2.79,10286,5.66,350
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,3,35406,19.48,10286,5.66,1498
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5-10 YEARS,3,60934,33.52,10286,5.66,3419
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,11-50 YEARS,3,68948,37.93,10286,5.66,4179
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OVER 50 YEARS,3,11418,6.28,10286,5.66,840
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,4,5074,2.79,4534,2.49,234
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,LESS THAN 5 YEARS,4,35406,19.48,4534,2.49,689
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5-10 YEARS,4,60934,33.52,4534,2.49,1443
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,11-50 YEARS,4,68948,37.93,4534,2.49,1774
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OVER 50 YEARS,4,11418,6.28,4534,2.49,394
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,UNDER CONSTRUCTION,5,5074,2.79,1352,0.74,58
