province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,181780,89.83,WALL,BAKED BRICKS/BLOCKS/STONES,73458,36.3,66939
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,181780,89.83,WALL,UNBAKED BRICKS/MUD,89458,44.21,80741
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,181780,89.83,WALL,WOOD/BAMBOO,31519,15.58,27502
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,181780,89.83,WALL,OTHERS,7931,3.92,6598
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,181780,89.83,ROOF,RCC/RBC,3826,1.89,3137
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,181780,89.83,ROOF,CEMENT/IRON SHEETS,5242,2.59,4811
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,181780,89.83,ROOF,GARDER/T.IRON,73270,36.21,67716
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,181780,89.83,ROOF,WOOD/BAMBOO,112550,55.62,99853
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,OWNED,181780,89.83,ROOF,OTHERS,7478,3.7,6263
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,6029,2.98,WALL,BAKED BRICKS/BLOCKS/STONES,73458,36.3,3855
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,6029,2.98,WALL,UNBAKED BRICKS/MUD,89458,44.21,1714
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,6029,2.98,WALL,WOOD/BAMBOO,31519,15.58,395
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,6029,2.98,WALL,OTHERS,7931,3.92,65
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,6029,2.98,ROOF,RCC/RBC,3826,1.89,506
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,6029,2.98,ROOF,CEMENT/IRON SHEETS,5242,2.59,215
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,6029,2.98,ROOF,GARDER/T.IRON,73270,36.21,3480
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,6029,2.98,ROOF,WOOD/BAMBOO,112550,55.62,1755
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENTED,6029,2.98,ROOF,OTHERS,7478,3.7,73
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENT FREE,14557,7.19,WALL,BAKED BRICKS/BLOCKS/STONES,73458,36.3,2664
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENT FREE,14557,7.19,WALL,UNBAKED BRICKS/MUD,89458,44.21,7003
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENT FREE,14557,7.19,WALL,WOOD/BAMBOO,31519,15.58,3622
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,RENT FREE,14557,7.19,WALL,OTHERS,7931,3.92,1268
