province_name,district_code,district_name,area_name,area_type,total_population,household_size,count
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1203056,TOTAL,202366
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1203056,01,4412
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1203056,02,23515
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1203056,03,22948
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1203056,04,25461
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1203056,05,25533
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1203056,06,23841
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1203056,07,21122
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1203056,08,17351
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1203056,09,12807
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1203056,10 AND UP,25376
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,RURAL,906434,TOTAL,152093
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,RURAL,906434,01,3165
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,RURAL,906434,02,18172
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,RURAL,906434,03,17224
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,RURAL,906434,04,18727
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,RURAL,906434,05,18554
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,RURAL,906434,06,17539
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,RURAL,906434,07,15819
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,RURAL,906434,08,13293
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,RURAL,906434,09,9975
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,RURAL,906434,10 AND UP,19625
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,URBAN,296622,TOTAL,50273
