province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1 PERSON,1,4412,2.18,1.27,140911,69.63,5.39,3728
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,2 PERSONS,1,23515,11.62,1.25,140911,69.63,5.39,19917
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,3 PERSONS,1,22948,11.34,1.31,140911,69.63,5.39,18505
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,4 PERSONS,1,25461,12.58,1.37,140911,69.63,5.39,19501
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5 PERSONS,1,25533,12.62,1.43,140911,69.63,5.39,18464
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,6 PERSONS,1,23841,11.78,1.47,140911,69.63,5.39,16501
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,7 PERSONS,1,21122,10.44,1.51,140911,69.63,5.39,13984
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,8 PERSONS,1,17351,8.57,1.57,140911,69.63,5.39,10945
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,9 PERSONS,1,12807,6.33,1.66,140911,69.63,5.39,7428
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,25376,12.54,1.96,140911,69.63,5.39,11938
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1 PERSON,2,4412,2.18,1.27,41667,20.59,6.87,439
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,2 PERSONS,2,23515,11.62,1.25,41667,20.59,6.87,2464
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,3 PERSONS,2,22948,11.34,1.31,41667,20.59,6.87,3170
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,4 PERSONS,2,25461,12.58,1.37,41667,20.59,6.87,4263
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5 PERSONS,2,25533,12.62,1.43,41667,20.59,6.87,5033
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,6 PERSONS,2,23841,11.78,1.47,41667,20.59,6.87,5245
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,7 PERSONS,2,21122,10.44,1.51,41667,20.59,6.87,5123
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,8 PERSONS,2,17351,8.57,1.57,41667,20.59,6.87,4496
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,9 PERSONS,2,12807,6.33,1.66,41667,20.59,6.87,3713
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,2,25376,12.54,1.96,41667,20.59,6.87,7721
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1 PERSON,3,4412,2.18,1.27,11078,5.47,7.79,119
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,2 PERSONS,3,23515,11.62,1.25,11078,5.47,7.79,625
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,3 PERSONS,3,22948,11.34,1.31,11078,5.47,7.79,680
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,4 PERSONS,3,25461,12.58,1.37,11078,5.47,7.79,931
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5 PERSONS,3,25533,12.62,1.43,11078,5.47,7.79,1174
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,6 PERSONS,3,23841,11.78,1.47,11078,5.47,7.79,1202
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,7 PERSONS,3,21122,10.44,1.51,11078,5.47,7.79,1164
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,8 PERSONS,3,17351,8.57,1.57,11078,5.47,7.79,1115
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,9 PERSONS,3,12807,6.33,1.66,11078,5.47,7.79,942
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,3,25376,12.54,1.96,11078,5.47,7.79,3126
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1 PERSON,4,4412,2.18,1.27,4789,2.37,8.18,66
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,2 PERSONS,4,23515,11.62,1.25,4789,2.37,8.18,237
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,3 PERSONS,4,22948,11.34,1.31,4789,2.37,8.18,280
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,4 PERSONS,4,25461,12.58,1.37,4789,2.37,8.18,404
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5 PERSONS,4,25533,12.62,1.43,4789,2.37,8.18,467
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,6 PERSONS,4,23841,11.78,1.47,4789,2.37,8.18,518
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,7 PERSONS,4,21122,10.44,1.51,4789,2.37,8.18,492
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,8 PERSONS,4,17351,8.57,1.57,4789,2.37,8.18,471
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,9 PERSONS,4,12807,6.33,1.66,4789,2.37,8.18,426
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,4,25376,12.54,1.96,4789,2.37,8.18,1428
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1 PERSON,5,4412,2.18,1.27,1405,0.69,8.56,17
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,2 PERSONS,5,23515,11.62,1.25,1405,0.69,8.56,79
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,3 PERSONS,5,22948,11.34,1.31,1405,0.69,8.56,97
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,4 PERSONS,5,25461,12.58,1.37,1405,0.69,8.56,99
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5 PERSONS,5,25533,12.62,1.43,1405,0.69,8.56,148
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,6 PERSONS,5,23841,11.78,1.47,1405,0.69,8.56,130
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,7 PERSONS,5,21122,10.44,1.51,1405,0.69,8.56,131
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,8 PERSONS,5,17351,8.57,1.57,1405,0.69,8.56,123
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,9 PERSONS,5,12807,6.33,1.66,1405,0.69,8.56,123
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,5,25376,12.54,1.96,1405,0.69,8.56,458
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1 PERSON,6,4412,2.18,1.27,738,0.36,8.9,7
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,2 PERSONS,6,23515,11.62,1.25,738,0.36,8.9,40
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,3 PERSONS,6,22948,11.34,1.31,738,0.36,8.9,53
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,4 PERSONS,6,25461,12.58,1.37,738,0.36,8.9,58
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5 PERSONS,6,25533,12.62,1.43,738,0.36,8.9,74
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,6 PERSONS,6,23841,11.78,1.47,738,0.36,8.9,55
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,7 PERSONS,6,21122,10.44,1.51,738,0.36,8.9,72
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,8 PERSONS,6,17351,8.57,1.57,738,0.36,8.9,60
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,9 PERSONS,6,12807,6.33,1.66,738,0.36,8.9,47
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,6,25376,12.54,1.96,738,0.36,8.9,272
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1 PERSON,7,4412,2.18,1.27,1187,0.59,6.76,26
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,2 PERSONS,7,23515,11.62,1.25,1187,0.59,6.76,120
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,3 PERSONS,7,22948,11.34,1.31,1187,0.59,6.76,115
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,4 PERSONS,7,25461,12.58,1.37,1187,0.59,6.76,152
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5 PERSONS,7,25533,12.62,1.43,1187,0.59,6.76,113
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,6 PERSONS,7,23841,11.78,1.47,1187,0.59,6.76,139
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,7 PERSONS,7,21122,10.44,1.51,1187,0.59,6.76,103
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,8 PERSONS,7,17351,8.57,1.57,1187,0.59,6.76,104
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,9 PERSONS,7,12807,6.33,1.66,1187,0.59,6.76,91
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,10 PERSONS AND ABOVE,7,25376,12.54,1.96,1187,0.59,6.76,224
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,1 PERSON,8,4412,2.18,1.27,209,0.1,9.84,2
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,2 PERSONS,8,23515,11.62,1.25,209,0.1,9.84,11
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,3 PERSONS,8,22948,11.34,1.31,209,0.1,9.84,18
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,4 PERSONS,8,25461,12.58,1.37,209,0.1,9.84,12
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,5 PERSONS,8,25533,12.62,1.43,209,0.1,9.84,20
SINDH,079,SHIKARPUR DISTRICT,SHIKARPUR DISTRICT,TOTAL,6 PERSONS,8,23841,11.78,1.47,209,0.1,9.84,12
