province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,UNDER CONSTRUCTION,3763,1.51,WALL,BAKED BRICKS/BLOCKS/STONES,225323,90.56,3312
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,UNDER CONSTRUCTION,3763,1.51,WALL,UNBAKED BRICKS/MUD,18881,7.59,315
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,UNDER CONSTRUCTION,3763,1.51,WALL,WOOD/BAMBOO,1838,0.74,54
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,UNDER CONSTRUCTION,3763,1.51,WALL,OTHERS,2763,1.11,82
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,UNDER CONSTRUCTION,3763,1.51,ROOF,RCC/RBC,99260,39.89,1816
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,UNDER CONSTRUCTION,3763,1.51,ROOF,CEMENT/IRON SHEETS,17401,6.99,345
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,UNDER CONSTRUCTION,3763,1.51,ROOF,GARDER/T.IRON,89349,35.91,1109
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,UNDER CONSTRUCTION,3763,1.51,ROOF,WOOD/BAMBOO,39627,15.93,410
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,UNDER CONSTRUCTION,3763,1.51,ROOF,OTHERS,3168,1.27,83
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,LESS THAN 5 YEARS,20125,8.09,WALL,BAKED BRICKS/BLOCKS/STONES,225323,90.56,18672
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,LESS THAN 5 YEARS,20125,8.09,WALL,UNBAKED BRICKS/MUD,18881,7.59,1022
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,LESS THAN 5 YEARS,20125,8.09,WALL,WOOD/BAMBOO,1838,0.74,132
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,LESS THAN 5 YEARS,20125,8.09,WALL,OTHERS,2763,1.11,299
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,LESS THAN 5 YEARS,20125,8.09,ROOF,RCC/RBC,99260,39.89,12097
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,LESS THAN 5 YEARS,20125,8.09,ROOF,CEMENT/IRON SHEETS,17401,6.99,2304
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,LESS THAN 5 YEARS,20125,8.09,ROOF,GARDER/T.IRON,89349,35.91,4233
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,LESS THAN 5 YEARS,20125,8.09,ROOF,WOOD/BAMBOO,39627,15.93,1196
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,LESS THAN 5 YEARS,20125,8.09,ROOF,OTHERS,3168,1.27,295
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,5-10 YEARS,53878,21.65,WALL,BAKED BRICKS/BLOCKS/STONES,225323,90.56,49480
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,5-10 YEARS,53878,21.65,WALL,UNBAKED BRICKS/MUD,18881,7.59,3456
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,5-10 YEARS,53878,21.65,WALL,WOOD/BAMBOO,1838,0.74,428
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,5-10 YEARS,53878,21.65,WALL,OTHERS,2763,1.11,514
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,5-10 YEARS,53878,21.65,ROOF,RCC/RBC,99260,39.89,25825
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,5-10 YEARS,53878,21.65,ROOF,CEMENT/IRON SHEETS,17401,6.99,5029
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,5-10 YEARS,53878,21.65,ROOF,GARDER/T.IRON,89349,35.91,17467
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,5-10 YEARS,53878,21.65,ROOF,WOOD/BAMBOO,39627,15.93,5005
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,5-10 YEARS,53878,21.65,ROOF,OTHERS,3168,1.27,552
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,11-50 YEARS,160153,64.37,WALL,BAKED BRICKS/BLOCKS/STONES,225323,90.56,145567
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,11-50 YEARS,160153,64.37,WALL,UNBAKED BRICKS/MUD,18881,7.59,12037
