province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,ATTOCK MC,"100,000 - 199,999",52139,4.52,6.17,ALL SEXES,121054
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,ATTOCK MC,"100,000 - 199,999",52139,4.52,6.17,MALE,60780
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,ATTOCK MC,"100,000 - 199,999",52139,4.52,6.17,FEMALE,60252
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,ATTOCK MC,"100,000 - 199,999",52139,4.52,6.17,TRANSGENDER,22
PUNJAB,039,ATTOCK DISTRICT,FATEH JANG TEHSIL,FATEH JANG MC,"50,000 - 99,999",25986,5.06,6.51,ALL SEXES,66500
PUNJAB,039,ATTOCK DISTRICT,FATEH JANG TEHSIL,FATEH JANG MC,"50,000 - 99,999",25986,5.06,6.51,MALE,33250
PUNJAB,039,ATTOCK DISTRICT,FATEH JANG TEHSIL,FATEH JANG MC,"50,000 - 99,999",25986,5.06,6.51,FEMALE,33241
PUNJAB,039,ATTOCK DISTRICT,FATEH JANG TEHSIL,FATEH JANG MC,"50,000 - 99,999",25986,5.06,6.51,TRANSGENDER,9
PUNJAB,039,ATTOCK DISTRICT,HASAN ABDAL TEHSIL,HASAN ABDAL MC,"50,000 - 99,999",37976,2.71,6.65,ALL SEXES,63218
PUNJAB,039,ATTOCK DISTRICT,HASAN ABDAL TEHSIL,HASAN ABDAL MC,"50,000 - 99,999",37976,2.71,6.65,MALE,32039
PUNJAB,039,ATTOCK DISTRICT,HASAN ABDAL TEHSIL,HASAN ABDAL MC,"50,000 - 99,999",37976,2.71,6.65,FEMALE,31174
PUNJAB,039,ATTOCK DISTRICT,HASAN ABDAL TEHSIL,HASAN ABDAL MC,"50,000 - 99,999",37976,2.71,6.65,TRANSGENDER,5
