province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,6857,1886378,938650,947597,131,99.06,275.1,26.02,6.09,1274935,2.08
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,RURAL,NA,1395470,688077,707315,78,97.28,NA,NA,6.08,1003843,1.75
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,URBAN,NA,490908,250573,240282,53,104.28,NA,NA,6.13,271092,3.17
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,TOTAL,1002,435203,224394,210776,33,106.46,434.33,48.83,6.15,261829,2.71
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,RURAL,NA,222710,111968,110735,7,101.11,NA,NA,6.39,143989,2.32
PUNJAB,039,ATTOCK DISTRICT,ATTOCK TEHSIL,URBAN,NA,212493,112426,100041,26,112.38,NA,NA,5.91,117840,3.15
PUNJAB,039,ATTOCK DISTRICT,FATEH JANG TEHSIL,TOTAL,1249,326433,162656,163751,26,99.33,261.36,20.37,6.26,214256,2.24
PUNJAB,039,ATTOCK DISTRICT,FATEH JANG TEHSIL,RURAL,NA,259933,129406,130510,17,99.15,NA,NA,6.21,188270,1.71
PUNJAB,039,ATTOCK DISTRICT,FATEH JANG TEHSIL,URBAN,NA,66500,33250,33241,9,100.03,NA,NA,6.51,25986,5.06
PUNJAB,039,ATTOCK DISTRICT,HASAN ABDAL TEHSIL,TOTAL,350,217109,110047,107056,6,102.79,620.31,29.12,6.63,135856,2.49
PUNJAB,039,ATTOCK DISTRICT,HASAN ABDAL TEHSIL,RURAL,NA,153891,78008,75882,1,102.8,NA,NA,6.62,97880,2.41
PUNJAB,039,ATTOCK DISTRICT,HASAN ABDAL TEHSIL,URBAN,NA,63218,32039,31174,5,102.77,NA,NA,6.65,37976,2.71
PUNJAB,039,ATTOCK DISTRICT,HAZRO TEHSIL,TOTAL,348,340189,168015,172142,32,97.6,977.55,16.26,6.33,238941,1.87
PUNJAB,039,ATTOCK DISTRICT,HAZRO TEHSIL,RURAL,NA,284881,140446,144406,29,97.26,NA,NA,6.31,196785,1.96
PUNJAB,039,ATTOCK DISTRICT,HAZRO TEHSIL,URBAN,NA,55308,27569,27736,3,99.4,NA,NA,6.43,42156,1.44
PUNJAB,039,ATTOCK DISTRICT,JAND TEHSIL,TOTAL,2043,295513,140819,154674,20,91.04,144.65,16.31,5.52,228349,1.36
PUNJAB,039,ATTOCK DISTRICT,JAND TEHSIL,RURAL,NA,247319,117735,129570,14,90.87,NA,NA,5.46,211065,0.84
PUNJAB,039,ATTOCK DISTRICT,JAND TEHSIL,URBAN,NA,48194,23084,25104,6,91.95,NA,NA,5.87,17284,5.53
PUNJAB,039,ATTOCK DISTRICT,PINDI GHEB TEHSIL,TOTAL,1865,271931,132719,139198,14,95.35,145.81,16.62,5.83,195704,1.74
PUNJAB,039,ATTOCK DISTRICT,PINDI GHEB TEHSIL,RURAL,NA,226736,110514,116212,10,95.1,NA,NA,5.82,165854,1.66
PUNJAB,039,ATTOCK DISTRICT,PINDI GHEB TEHSIL,URBAN,NA,45195,22205,22986,4,96.6,NA,NA,5.91,29850,2.2
