province_name,district_code,district_name,area_name,area_type,gender,ed_attainment,age_group,count
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,TOTAL,10 AND ABOVE,960437
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,TOTAL,10 - 14,170116
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,TOTAL,15 - 19,160421
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,TOTAL,20 - 24,138026
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,TOTAL,25 - 29,112610
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,TOTAL,30 - 34,98918
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,TOTAL,35 - 39,77756
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,TOTAL,40 - 44,57683
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,TOTAL,45 - 49,40356
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,TOTAL,50 - 54,34896
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,TOTAL,55 - 59,24272
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,TOTAL,60 - 64,18753
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,TOTAL,65 - 69,12174
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,TOTAL,70 - 74,7403
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,TOTAL,75 AND ABOVE,7053
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,BELOW PRIMARY,10 AND ABOVE,117252
PUNJAB,039,ATTOCK DISTRICT,ATTOCK DISTRICT,TOTAL,ALL SEXES,BELOW PRIMARY,10 - 14,51834
