province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,hadbast_deh_number,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up,area_acre
PUNJAB,057,FAISALABAD DISTRICT,NA,NA,NA,YES,FAISALABAD DISTRICT,NA,4115578,2103917,2011294,367,61.07,68.24,53.6,34.06,564999,423379,64,286102,198832,28,50461,54012,4,3988374,127204,3045248,2324771,285413,915714,1878092,1363500
PUNJAB,057,FAISALABAD DISTRICT,CHAK JHUMRA TEHSIL,NA,NA,YES,CHAK JHUMRA TEHSIL,NA,284170,143009,141136,25,64.07,70.78,57.36,8,40052,31987,0,22107,16816,2,3590,4326,0,272674,11496,212126,160920,21687,63582,129630,120837
PUNJAB,057,FAISALABAD DISTRICT,CHAK JHUMRA TEHSIL,CHAK JHUMRA QH,NA,YES,CHAK JHUMRA QH,NA,167026,84570,82446,10,65.4,71.71,58.97,20,23846,18897,0,13130,9960,2,2291,2675,0,160783,6243,124865,94734,11844,38846,77159,59927
PUNJAB,057,FAISALABAD DISTRICT,CHAK JHUMRA TEHSIL,CHAK JHUMRA QH,020/J.B PC,YES,020/J.B PC,NA,10082,4947,5135,0,54.39,63.16,46.2,0,1235,901,0,594,459,0,85,131,0,9845,237,7384,5590,882,2703,4303,4295
PUNJAB,057,FAISALABAD DISTRICT,CHAK JHUMRA TEHSIL,CHAK JHUMRA QH,020/J.B PC,NO,CHAK 020/JB KHANKICHEEMIANWALI,0000103,3065,1520,1545,0,55.4,57.47,53.38,0,348,303,0,251,236,0,37,72,0,2865,200,2307,1768,250,849,1376,1740
PUNJAB,057,FAISALABAD DISTRICT,CHAK JHUMRA TEHSIL,CHAK JHUMRA QH,020/J.B PC,NO,CHAK 023/JB CHAK BHATTI,0000101,6318,3092,3226,0,51.75,64.79,39.84,0,762,497,0,293,157,0,42,40,0,6317,1,4502,3365,551,1639,2583,1783
PUNJAB,057,FAISALABAD DISTRICT,CHAK JHUMRA TEHSIL,CHAK JHUMRA QH,020/J.B PC,NO,CHAK 467/JB JAHLLARAN WLA,0000102,699,335,364,0,70.96,73.91,68.23,0,125,101,0,50,66,0,6,19,0,663,36,575,457,81,215,344,772
PUNJAB,057,FAISALABAD DISTRICT,CHAK JHUMRA TEHSIL,CHAK JHUMRA QH,102/J.B. PC,YES,102/J.B. PC,NA,26320,13301,13016,3,62.79,70.36,55.15,0,3773,2778,0,1874,1407,0,265,331,0,24800,1520,19370,14594,1744,4929,11847,3995
PUNJAB,057,FAISALABAD DISTRICT,CHAK JHUMRA TEHSIL,CHAK JHUMRA QH,102/J.B. PC,NO,CHAK 102/JB BURJ,0000099,13424,6728,6693,3,66.83,75.08,58.67,0,2156,1575,0,911,724,0,132,174,0,12981,443,9844,7334,828,2289,5735,1486
PUNJAB,057,FAISALABAD DISTRICT,CHAK JHUMRA TEHSIL,CHAK JHUMRA QH,102/J.B. PC,NO,CHAK 103/JB BARNALA,0000100,7231,3684,3547,0,70.26,74.23,66.16,0,1033,841,0,607,541,0,99,131,0,6181,1050,5404,4185,500,1097,3410,1338
PUNJAB,057,FAISALABAD DISTRICT,CHAK JHUMRA TEHSIL,CHAK JHUMRA QH,102/J.B. PC,NO,CHAK 106/JB LADHRMWALA,0000097,5665,2889,2776,0,43.35,54.21,32.17,0,584,362,0,356,142,0,34,26,0,5638,27,4122,3075,416,1543,2702,1171
