province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,1 PERSON,1,21639,1.79,1.88,295670,24.44,5.02,11533
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,2 PERSONS,1,62111,5.13,1.96,295670,24.44,5.02,28530
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,3 PERSONS,1,96021,7.94,2.1,295670,24.44,5.02,37542
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,4 PERSONS,1,145241,12,2.25,295670,24.44,5.02,48008
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,5 PERSONS,1,196987,16.28,2.39,295670,24.44,5.02,54928
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,6 PERSONS,1,200758,16.59,2.5,295670,24.44,5.02,48174
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,7 PERSONS,1,153410,12.68,2.62,295670,24.44,5.02,31413
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,8 PERSONS,1,104255,8.62,2.78,295670,24.44,5.02,17264
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,9 PERSONS,1,67317,5.56,2.99,295670,24.44,5.02,8359
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,10 PERSONS AND ABOVE,1,162215,13.41,3.72,295670,24.44,5.02,9919
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,1 PERSON,2,21639,1.79,1.88,398351,32.92,6.02,5501
