province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,OWNED,1,1002977,82.89,295670,24.44,219406
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENTED,1,152924,12.64,295670,24.44,51404
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENT FREE,1,54053,4.47,295670,24.44,24860
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,OWNED,2,1002977,82.89,398351,32.92,322030
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENTED,2,152924,12.64,398351,32.92,59055
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENT FREE,2,54053,4.47,398351,32.92,17266
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,OWNED,3,1002977,82.89,247418,20.45,214346
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENTED,3,152924,12.64,247418,20.45,26380
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENT FREE,3,54053,4.47,247418,20.45,6692
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,OWNED,4,1002977,82.89,141088,11.66,128126
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENTED,4,152924,12.64,141088,11.66,10107
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENT FREE,4,54053,4.47,141088,11.66,2855
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,OWNED,5,1002977,82.89,61568,5.09,57142
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENTED,5,152924,12.64,61568,5.09,3279
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENT FREE,5,54053,4.47,61568,5.09,1147
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,OWNED,6,1002977,82.89,33250,2.75,31291
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENTED,6,152924,12.64,33250,2.75,1398
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENT FREE,6,54053,4.47,33250,2.75,561
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,OWNED,7,1002977,82.89,15664,1.29,14555
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENTED,7,152924,12.64,15664,1.29,796
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENT FREE,7,54053,4.47,15664,1.29,313
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,OWNED,8,1002977,82.89,8405,0.69,8010
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENTED,8,152924,12.64,8405,0.69,228
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENT FREE,8,54053,4.47,8405,0.69,167
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,OWNED,9,1002977,82.89,8540,0.71,8071
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENTED,9,152924,12.64,8540,0.71,277
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,RENT FREE,9,54053,4.47,8540,0.71,192
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,OWNED,1,561174,89.89,154051,24.68,126458
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENTED,1,32637,5.23,154051,24.68,13546
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENT FREE,1,30474,4.88,154051,24.68,14047
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,OWNED,2,561174,89.89,209952,33.63,187081
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENTED,2,32637,5.23,209952,33.63,12352
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENT FREE,2,30474,4.88,209952,33.63,10519
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,OWNED,3,561174,89.89,126602,20.28,118598
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENTED,3,32637,5.23,126602,20.28,4420
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENT FREE,3,30474,4.88,126602,20.28,3584
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,OWNED,4,561174,89.89,71184,11.4,68391
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENTED,4,32637,5.23,71184,11.4,1467
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENT FREE,4,30474,4.88,71184,11.4,1326
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,OWNED,5,561174,89.89,30681,4.91,29735
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENTED,5,32637,5.23,30681,4.91,470
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENT FREE,5,30474,4.88,30681,4.91,476
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,OWNED,6,561174,89.89,15750,2.52,15351
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENTED,6,32637,5.23,15750,2.52,176
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENT FREE,6,30474,4.88,15750,2.52,223
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,OWNED,7,561174,89.89,7530,1.21,7258
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENTED,7,32637,5.23,7530,1.21,123
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENT FREE,7,30474,4.88,7530,1.21,149
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,OWNED,8,561174,89.89,4125,0.66,4013
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENTED,8,32637,5.23,4125,0.66,37
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENT FREE,8,30474,4.88,4125,0.66,75
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,OWNED,9,561174,89.89,4410,0.71,4289
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENTED,9,32637,5.23,4410,0.71,46
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,RENT FREE,9,30474,4.88,4410,0.71,75
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,OWNED,1,441803,75.44,141619,24.18,92948
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,RENTED,1,120287,20.54,141619,24.18,37858
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,RENT FREE,1,23579,4.03,141619,24.18,10813
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,OWNED,2,441803,75.44,188399,32.17,134949
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,RENTED,2,120287,20.54,188399,32.17,46703
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,RENT FREE,2,23579,4.03,188399,32.17,6747
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,OWNED,3,441803,75.44,120816,20.63,95748
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,RENTED,3,120287,20.54,120816,20.63,21960
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,RENT FREE,3,23579,4.03,120816,20.63,3108
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,OWNED,4,441803,75.44,69904,11.94,59735
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,RENTED,4,120287,20.54,69904,11.94,8640
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,RENT FREE,4,23579,4.03,69904,11.94,1529
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,OWNED,5,441803,75.44,30887,5.27,27407
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,RENTED,5,120287,20.54,30887,5.27,2809
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,RENT FREE,5,23579,4.03,30887,5.27,671
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,OWNED,6,441803,75.44,17500,2.99,15940
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,RENTED,6,120287,20.54,17500,2.99,1222
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,RENT FREE,6,23579,4.03,17500,2.99,338
