province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD CITY TEHSIL,FAISALABAD MUNICIPAL,"500,000 AND ABOVE",2008861,2.49,6.3,ALL SEXES,3210158
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD CITY TEHSIL,FAISALABAD MUNICIPAL,"500,000 AND ABOVE",2008861,2.49,6.3,MALE,1651684
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD CITY TEHSIL,FAISALABAD MUNICIPAL,"500,000 AND ABOVE",2008861,2.49,6.3,FEMALE,1558106
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD CITY TEHSIL,FAISALABAD MUNICIPAL,"500,000 AND ABOVE",2008861,2.49,6.3,TRANSGENDER,368
PUNJAB,057,FAISALABAD DISTRICT,SAMMUNDRI TEHSIL,SAMMUNDRI MC,"100,000 - 199,999",54908,5.67,6.39,ALL SEXES,156938
PUNJAB,057,FAISALABAD DISTRICT,SAMMUNDRI TEHSIL,SAMMUNDRI MC,"100,000 - 199,999",54908,5.67,6.39,MALE,78834
PUNJAB,057,FAISALABAD DISTRICT,SAMMUNDRI TEHSIL,SAMMUNDRI MC,"100,000 - 199,999",54908,5.67,6.39,FEMALE,78084
PUNJAB,057,FAISALABAD DISTRICT,SAMMUNDRI TEHSIL,SAMMUNDRI MC,"100,000 - 199,999",54908,5.67,6.39,TRANSGENDER,20
PUNJAB,057,FAISALABAD DISTRICT,JARANWALA TEHSIL,JARANWALA MC,"100,000 - 199,999",106985,1.82,6.38,ALL SEXES,150699
PUNJAB,057,FAISALABAD DISTRICT,JARANWALA TEHSIL,JARANWALA MC,"100,000 - 199,999",106985,1.82,6.38,MALE,76561
PUNJAB,057,FAISALABAD DISTRICT,JARANWALA TEHSIL,JARANWALA MC,"100,000 - 199,999",106985,1.82,6.38,FEMALE,74111
PUNJAB,057,FAISALABAD DISTRICT,JARANWALA TEHSIL,JARANWALA MC,"100,000 - 199,999",106985,1.82,6.38,TRANSGENDER,27
PUNJAB,057,FAISALABAD DISTRICT,JARANWALA TEHSIL,KHURIANWALA MC,"50,000 - 99,999",30012,5,6.58,ALL SEXES,75907
PUNJAB,057,FAISALABAD DISTRICT,JARANWALA TEHSIL,KHURIANWALA MC,"50,000 - 99,999",30012,5,6.58,MALE,40197
PUNJAB,057,FAISALABAD DISTRICT,JARANWALA TEHSIL,KHURIANWALA MC,"50,000 - 99,999",30012,5,6.58,FEMALE,35699
PUNJAB,057,FAISALABAD DISTRICT,JARANWALA TEHSIL,KHURIANWALA MC,"50,000 - 99,999",30012,5,6.58,TRANSGENDER,11
PUNJAB,057,FAISALABAD DISTRICT,CHAK JHUMRA TEHSIL,CHAK JHUMRA MC,"25,000 - 49,999",32111,2.22,6.12,ALL SEXES,48796
PUNJAB,057,FAISALABAD DISTRICT,CHAK JHUMRA TEHSIL,CHAK JHUMRA MC,"25,000 - 49,999",32111,2.22,6.12,MALE,24664
PUNJAB,057,FAISALABAD DISTRICT,CHAK JHUMRA TEHSIL,CHAK JHUMRA MC,"25,000 - 49,999",32111,2.22,6.12,FEMALE,24123
PUNJAB,057,FAISALABAD DISTRICT,CHAK JHUMRA TEHSIL,CHAK JHUMRA MC,"25,000 - 49,999",32111,2.22,6.12,TRANSGENDER,9
PUNJAB,057,FAISALABAD DISTRICT,TANDLIAN WALA TEHSIL,TANDLIANWALA MC,"25,000 - 49,999",34584,1.68,6.37,ALL SEXES,47452
PUNJAB,057,FAISALABAD DISTRICT,TANDLIAN WALA TEHSIL,TANDLIANWALA MC,"25,000 - 49,999",34584,1.68,6.37,MALE,24127
PUNJAB,057,FAISALABAD DISTRICT,TANDLIAN WALA TEHSIL,TANDLIANWALA MC,"25,000 - 49,999",34584,1.68,6.37,FEMALE,23314
PUNJAB,057,FAISALABAD DISTRICT,TANDLIAN WALA TEHSIL,TANDLIANWALA MC,"25,000 - 49,999",34584,1.68,6.37,TRANSGENDER,11
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD SADAR TEHSIL,DIJKOT MC,"25,000 - 49,999",23126,2.9,6.56,ALL SEXES,39873
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD SADAR TEHSIL,DIJKOT MC,"25,000 - 49,999",23126,2.9,6.56,MALE,20160
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD SADAR TEHSIL,DIJKOT MC,"25,000 - 49,999",23126,2.9,6.56,FEMALE,19713
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD SADAR TEHSIL,DIJKOT MC,"25,000 - 49,999",23126,2.9,6.56,TRANSGENDER,0
PUNJAB,057,FAISALABAD DISTRICT,TANDLIAN WALA TEHSIL,MAMU KANJAN MC,"25,000 - 49,999",27846,1.51,6.3,ALL SEXES,37043
PUNJAB,057,FAISALABAD DISTRICT,TANDLIAN WALA TEHSIL,MAMU KANJAN MC,"25,000 - 49,999",27846,1.51,6.3,MALE,18788
PUNJAB,057,FAISALABAD DISTRICT,TANDLIAN WALA TEHSIL,MAMU KANJAN MC,"25,000 - 49,999",27846,1.51,6.3,FEMALE,18240
PUNJAB,057,FAISALABAD DISTRICT,TANDLIAN WALA TEHSIL,MAMU KANJAN MC,"25,000 - 49,999",27846,1.51,6.3,TRANSGENDER,15
