province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,ALL SEXES,7882444,186258,970053,1948827,2972948,3419996,1579643,2238209,4045869,4755829,4116035,4576131,495897,316209
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,MALE,4038932,95092,495787,999353,1529243,1754090,803986,1126278,2043740,2424786,2090937,2337410,265974,168255
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,FEMALE,3842684,91166,474266,949474,1443696,1665775,775526,1111689,2001532,2330304,2024407,2237923,229792,147865
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,TOTAL,TRANSGENDER,828,0,0,0,9,131,131,242,597,739,691,798,131,89
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,ALL SEXES,4115578,100832,529866,1070330,1616826,1799071,798212,1123807,2025233,2396647,2058609,2324771,285413,188206
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,MALE,2103917,51369,271000,550212,833852,922290,403815,562139,1015077,1214017,1038184,1180536,152767,100425
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,FEMALE,2011294,49463,258866,520118,782967,876714,394330,561566,1009917,1182313,1020137,1143884,132572,87731
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,RURAL,TRANSGENDER,367,0,0,0,7,67,67,102,239,317,288,351,74,50
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,ALL SEXES,3766866,85426,440187,878497,1356122,1620925,781431,1114402,2020636,2359182,2057426,2251360,210484,128003
PUNJAB,057,FAISALABAD DISTRICT,FAISALABAD DISTRICT,URBAN,MALE,1935015,43723,224787,449141,695391,831800,400171,564139,1028663,1210769,1052753,1156874,113207,67830
