province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,utility,source,total_by_source,percent_by_source,count
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,INSIDE WATER,TAP,2799,11.88,109
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,INSIDE WATER,ELECTRIC/HAND PUMP,3483,14.78,74
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,INSIDE WATER,PROTECTED WELL,2936,12.46,41
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,INSIDE WATER,UN-PROTECTED WELL,2114,8.97,56
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,INSIDE WATER,OTHERS,2875,12.2,28
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,OUTSIDE WATER,TAP,133,0.56,4
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,OUTSIDE WATER,ELECTRIC/HAND PUMP,1791,7.6,25
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,OUTSIDE WATER,PROTECTED WELL,2880,12.22,48
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,OUTSIDE WATER,UN-PROTECTED WELL,2132,9.05,37
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,OUTSIDE WATER,SPRING,384,1.63,3
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,OUTSIDE WATER,CANAL/RIVER/POND,654,2.78,5
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,OUTSIDE WATER,OTHERS,1385,5.88,15
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,COOKING FUEL,WOOD,22382,94.98,414
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,COOKING FUEL,GAS,150,0.64,6
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,COOKING FUEL,KEROSENE OIL,224,0.95,3
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,COOKING FUEL,OTHERS,810,3.44,22
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,LIGHTING SOURCE,ELECTRICITY,14495,61.51,318
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,LIGHTING SOURCE,KEROSENE OIL,4440,18.84,67
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,LIGHTING SOURCE,GAS LAMP,204,0.87,5
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,445,1.89,LIGHTING SOURCE,OTHERS,4427,18.79,55
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,INSIDE WATER,TAP,2799,11.88,479
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,INSIDE WATER,ELECTRIC/HAND PUMP,3483,14.78,215
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,INSIDE WATER,PROTECTED WELL,2936,12.46,103
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,INSIDE WATER,UN-PROTECTED WELL,2114,8.97,133
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,INSIDE WATER,OTHERS,2875,12.2,227
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,OUTSIDE WATER,TAP,133,0.56,1
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,OUTSIDE WATER,ELECTRIC/HAND PUMP,1791,7.6,65
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,OUTSIDE WATER,PROTECTED WELL,2880,12.22,120
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,OUTSIDE WATER,UN-PROTECTED WELL,2132,9.05,62
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,OUTSIDE WATER,SPRING,384,1.63,11
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,OUTSIDE WATER,CANAL/RIVER/POND,654,2.78,52
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,OUTSIDE WATER,OTHERS,1385,5.88,53
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,COOKING FUEL,WOOD,22382,94.98,1400
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,COOKING FUEL,GAS,150,0.64,23
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,COOKING FUEL,KEROSENE OIL,224,0.95,4
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,COOKING FUEL,OTHERS,810,3.44,94
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,LIGHTING SOURCE,ELECTRICITY,14495,61.51,745
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,LIGHTING SOURCE,KEROSENE OIL,4440,18.84,260
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,LIGHTING SOURCE,GAS LAMP,204,0.87,4
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1521,6.45,LIGHTING SOURCE,OTHERS,4427,18.79,512
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,INSIDE WATER,TAP,2799,11.88,617
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,INSIDE WATER,ELECTRIC/HAND PUMP,3483,14.78,1012
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,INSIDE WATER,PROTECTED WELL,2936,12.46,716
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,INSIDE WATER,UN-PROTECTED WELL,2114,8.97,435
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,INSIDE WATER,OTHERS,2875,12.2,481
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,OUTSIDE WATER,TAP,133,0.56,17
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,OUTSIDE WATER,ELECTRIC/HAND PUMP,1791,7.6,417
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,OUTSIDE WATER,PROTECTED WELL,2880,12.22,934
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,OUTSIDE WATER,UN-PROTECTED WELL,2132,9.05,429
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,OUTSIDE WATER,SPRING,384,1.63,58
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,OUTSIDE WATER,CANAL/RIVER/POND,654,2.78,170
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,OUTSIDE WATER,OTHERS,1385,5.88,395
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,COOKING FUEL,WOOD,22382,94.98,5461
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,COOKING FUEL,GAS,150,0.64,26
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,COOKING FUEL,KEROSENE OIL,224,0.95,103
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,COOKING FUEL,OTHERS,810,3.44,91
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,LIGHTING SOURCE,ELECTRICITY,14495,61.51,3048
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,LIGHTING SOURCE,KEROSENE OIL,4440,18.84,1298
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5681,24.11,LIGHTING SOURCE,GAS LAMP,204,0.87,65
