province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,1,445,1.89,6698,28.42,89
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,1,1521,6.45,6698,28.42,526
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,1,5681,24.11,6698,28.42,1708
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,11-50 YEARS,1,13219,56.09,6698,28.42,3942
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,OVER 50 YEARS,1,2700,11.46,6698,28.42,433
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,2,445,1.89,6801,28.86,148
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,2,1521,6.45,6801,28.86,481
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,2,5681,24.11,6801,28.86,1654
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,11-50 YEARS,2,13219,56.09,6801,28.86,3952
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,OVER 50 YEARS,2,2700,11.46,6801,28.86,566
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,3,445,1.89,4576,19.42,64
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,3,1521,6.45,4576,19.42,266
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,3,5681,24.11,4576,19.42,1128
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,11-50 YEARS,3,13219,56.09,4576,19.42,2299
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,OVER 50 YEARS,3,2700,11.46,4576,19.42,819
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,4,445,1.89,2431,10.32,49
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,4,1521,6.45,2431,10.32,113
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,4,5681,24.11,2431,10.32,647
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,11-50 YEARS,4,13219,56.09,2431,10.32,1396
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,OVER 50 YEARS,4,2700,11.46,2431,10.32,226
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,5,445,1.89,1015,4.31,15
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,5,1521,6.45,1015,4.31,58
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,5,5681,24.11,1015,4.31,237
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,11-50 YEARS,5,13219,56.09,1015,4.31,617
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,OVER 50 YEARS,5,2700,11.46,1015,4.31,88
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,UNDER CONSTRUCTION,6,445,1.89,923,3.92,16
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,LESS THAN 5 YEARS,6,1521,6.45,923,3.92,30
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,5-10 YEARS,6,5681,24.11,923,3.92,145
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,11-50 YEARS,6,13219,56.09,923,3.92,444
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,OVER 50 YEARS,6,2700,11.46,923,3.92,288
