province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,ALL SEXES,171025,5403,33216,64821,87915,76902,24997,37416,69251,80149,70003,78095,8801,5755
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,MALE,89911,2888,16946,34097,46786,41990,13748,19824,36096,41810,36253,40344,4465,2913
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,FEMALE,81100,2515,16270,30724,41129,34906,11243,17586,33146,38328,33741,37739,4332,2839
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,TOTAL,TRANSGENDER,14,0,0,0,0,6,6,6,9,11,9,12,4,3
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,ALL SEXES,158824,5091,31195,60844,81984,71171,22911,34442,63968,74015,64843,72344,8161,5354
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,MALE,83576,2726,15936,32059,43694,38890,12585,18225,33338,38613,33580,37389,4160,2722
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,FEMALE,75237,2365,15259,28785,38290,32276,10321,16212,30622,35392,31255,34946,3999,2631
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,RURAL,TRANSGENDER,11,0,0,0,0,5,5,5,8,10,8,9,2,1
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,ALL SEXES,12201,312,2021,3977,5931,5731,2086,2974,5283,6134,5160,5751,640,401
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,MALE,6335,162,1010,2038,3092,3100,1163,1599,2758,3197,2673,2955,305,191
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,FEMALE,5863,150,1011,1939,2839,2630,922,1374,2524,2936,2486,2793,333,208
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN DISTRICT,URBAN,TRANSGENDER,3,0,0,0,0,1,1,1,1,1,1,3,2,2
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,ALL SEXES,171025,5403,33216,64821,87915,76902,24997,37416,69251,80149,70003,78095,8801,5755
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,MALE,89911,2888,16946,34097,46786,41990,13748,19824,36096,41810,36253,40344,4465,2913
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,FEMALE,81100,2515,16270,30724,41129,34906,11243,17586,33146,38328,33741,37739,4332,2839
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,TOTAL,TRANSGENDER,14,0,0,0,0,6,6,6,9,11,9,12,4,3
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,ALL SEXES,158824,5091,31195,60844,81984,71171,22911,34442,63968,74015,64843,72344,8161,5354
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,MALE,83576,2726,15936,32059,43694,38890,12585,18225,33338,38613,33580,37389,4160,2722
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,FEMALE,75237,2365,15259,28785,38290,32276,10321,16212,30622,35392,31255,34946,3999,2631
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,RURAL,TRANSGENDER,11,0,0,0,0,5,5,5,8,10,8,9,2,1
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,ALL SEXES,12201,312,2021,3977,5931,5731,2086,2974,5283,6134,5160,5751,640,401
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,MALE,6335,162,1010,2038,3092,3100,1163,1599,2758,3197,2673,2955,305,191
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,FEMALE,5863,150,1011,1939,2839,2630,922,1374,2524,2936,2486,2793,333,208
BALOCHISTAN,129,BARKHAN DISTRICT,BARKHAN TEHSIL,URBAN,TRANSGENDER,3,0,0,0,0,1,1,1,1,1,1,3,2,2
