province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,1,343085,87.59,90196,23.03,72611
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,1,24445,6.24,90196,23.03,6157
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,1,24143,6.16,90196,23.03,11428
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,2,343085,87.59,131727,33.63,113693
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,2,24445,6.24,131727,33.63,9881
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,2,24143,6.16,131727,33.63,8153
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,3,343085,87.59,83755,21.38,75756
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,3,24445,6.24,83755,21.38,5285
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,3,24143,6.16,83755,21.38,2714
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,4,343085,87.59,45409,11.59,42357
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,4,24445,6.24,45409,11.59,1996
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,4,24143,6.16,45409,11.59,1056
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,5,343085,87.59,19601,5,18641
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,5,24445,6.24,19601,5,607
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,5,24143,6.16,19601,5,353
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,6,343085,87.59,10379,2.65,9938
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,6,24445,6.24,10379,2.65,256
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,6,24143,6.16,10379,2.65,185
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,7,343085,87.59,4842,1.24,4573
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,7,24445,6.24,4842,1.24,131
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,7,24143,6.16,4842,1.24,138
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,8,343085,87.59,2745,0.7,2651
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,8,24445,6.24,2745,0.7,43
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,8,24143,6.16,2745,0.7,51
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,9,343085,87.59,3019,0.77,2865
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,9,24445,6.24,3019,0.77,89
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,9,24143,6.16,3019,0.77,65
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,RURAL,OWNED,1,280572,90.7,74126,23.96,61578
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,RURAL,RENTED,1,8245,2.67,74126,23.96,2587
