province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,ALL SEXES,2513011,55647,315224,643516,969606,1084754,481480,683414,1248600,NA,1281915,1440775,171896,112487
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,MALE,1276646,28385,160665,329189,498071,554365,243142,339983,621723,NA,641434,725246,90652,59615
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,FEMALE,1236119,27262,154559,314327,471533,530328,238277,343331,626689,NA,640268,715291,81214,52852
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,TRANSGENDER,246,0,0,0,2,61,61,100,188,NA,213,238,30,20
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,RURAL,ALL SEXES,1997327,44524,130327,268041,784668,866714,378292,534953,975815,NA,1001806,1131892,140411,92920
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,RURAL,MALE,1015001,22754,125323,255726,403294,443499,191342,266415,485718,NA,500932,569575,74019,49320
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,RURAL,FEMALE,982140,21770,0,0,381372,423165,186900,268460,489956,NA,500716,562138,66369,43584
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,RURAL,TRANSGENDER,186,0,59574,119749,2,50,50,78,141,NA,158,179,23,16
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,URBAN,ALL SEXES,515684,11123,30338,61148,184938,218040,103188,148461,272785,NA,280109,308883,31485,19567
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,URBAN,MALE,261645,5631,29236,58601,94777,110866,51800,73568,136005,NA,140502,155671,16633,10295
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,URBAN,FEMALE,253979,5492,0,0,90161,107163,51377,74871,136733,NA,139552,153153,14845,9268
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,URBAN,TRANSGENDER,60,0,0,0,0,11,11,22,47,NA,55,59,7,4
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,TOTAL,ALL SEXES,1024180,22389,128195,261982,395140,440955,195115,275793,504511,NA,519708,587086,72895,47373
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,TOTAL,MALE,515467,11334,65068,133645,202232,223940,97471,135500,247349,NA,256056,291604,38408,25130
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,TOTAL,FEMALE,508596,11055,63127,128337,192907,216976,97605,140231,257065,NA,263549,295369,34476,22235
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,TOTAL,TRANSGENDER,117,0,0,0,1,39,39,62,97,NA,103,113,11,8
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,RURAL,ALL SEXES,929447,20305,59473,122197,360415,400546,176385,248941,454912,NA,468844,531057,67246,43897
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,RURAL,MALE,467889,10295,57684,117298,184489,203560,88208,122392,222996,NA,230914,263752,35445,23333
