province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
PUNJAB,061,SAHIWAL DISTRICT,NA,NA,NA,YES,SAHIWAL DISTRICT,82344,74334,6069,1941,69236,80828,63534,64100,80017,80654,6.16
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,NA,NA,YES,CHICHAWATNI TEHSIL,15460,13910,1326,224,10985,15356,13052,11948,15237,15352,6.1
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,CHICHAWATNI MC,NA,YES,CHICHAWATNI MC,15460,13910,1326,224,10985,15356,13052,11948,15237,15352,6.1
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,CHICHAWATNI MC,CHARGE NO 08,YES,CHARGE NO 08,7990,7340,519,131,5100,7938,6755,6419,7862,7920,6.22
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,CHICHAWATNI MC,CHARGE NO 08,NO,CIRCLE NO 01,1396,1250,131,15,1176,1395,1017,586,1375,1380,6.96
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,CHICHAWATNI MC,CHARGE NO 08,NO,CIRCLE NO 02,682,629,46,7,623,678,530,555,674,672,6.4
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,CHICHAWATNI MC,CHARGE NO 08,NO,CIRCLE NO 03,1494,1349,109,36,1222,1481,1304,1073,1462,1469,6.5
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,CHICHAWATNI MC,CHARGE NO 08,NO,CIRCLE NO 04,1993,1926,40,27,962,1967,1849,1882,1968,1980,5.75
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,CHICHAWATNI MC,CHARGE NO 08,NO,CIRCLE NO 05,1416,1359,15,42,641,1410,1069,1395,1378,1414,6.02
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,CHICHAWATNI MC,CHARGE NO 08,NO,CIRCLE NO 06,1009,827,178,4,476,1007,986,928,1005,1005,5.86
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,CHICHAWATNI MC,CHARGE NO 09,YES,CHARGE NO 09,7470,6570,807,93,5885,7418,6297,5529,7375,7432,5.98
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,CHICHAWATNI MC,CHARGE NO 09,NO,CIRCLE NO 01,1110,1004,78,28,634,1090,1050,1062,1096,1106,5.19
PUNJAB,061,SAHIWAL DISTRICT,CHICHAWATNI TEHSIL,CHICHAWATNI MC,CHARGE NO 09,NO,CIRCLE NO 02,911,809,97,5,677,909,857,884,906,910,6.08
