province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,facility,source,total_by_facility,percent_by_facility,count
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,343085,87.59,KITCHEN,SEPARATE,163978,41.87,145945
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,343085,87.59,KITCHEN,SHARED,56122,14.33,50760
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,343085,87.59,KITCHEN,NONE,171573,43.81,146380
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,343085,87.59,BATH,SEPARATE,241329,61.61,213550
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,343085,87.59,BATH,SHARED,98106,25.05,88236
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,343085,87.59,BATH,NONE,52238,13.34,41299
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,343085,87.59,LATRINE,SEWER,153833,39.28,129165
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,343085,87.59,LATRINE,SEPTIC TANK,26581,6.79,24593
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,343085,87.59,LATRINE,OPEN DRAIN,96680,24.68,88208
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,343085,87.59,LATRINE,PIT WITH SLAB,59207,15.12,56076
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,343085,87.59,LATRINE,OTHER,6161,1.57,5187
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,OWNED,343085,87.59,LATRINE,NONE,49211,12.56,39856
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,24445,6.24,KITCHEN,SEPARATE,163978,41.87,13184
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,24445,6.24,KITCHEN,SHARED,56122,14.33,3355
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,24445,6.24,KITCHEN,NONE,171573,43.81,7906
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,24445,6.24,BATH,SEPARATE,241329,61.61,18062
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,24445,6.24,BATH,SHARED,98106,25.05,5398
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,24445,6.24,BATH,NONE,52238,13.34,985
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,24445,6.24,LATRINE,SEWER,153833,39.28,19061
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,24445,6.24,LATRINE,SEPTIC TANK,26581,6.79,878
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,24445,6.24,LATRINE,OPEN DRAIN,96680,24.68,2472
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,24445,6.24,LATRINE,PIT WITH SLAB,59207,15.12,1155
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,24445,6.24,LATRINE,OTHER,6161,1.57,201
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENTED,24445,6.24,LATRINE,NONE,49211,12.56,678
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,24143,6.16,KITCHEN,SEPARATE,163978,41.87,4849
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,24143,6.16,KITCHEN,SHARED,56122,14.33,2007
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,24143,6.16,KITCHEN,NONE,171573,43.81,17287
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,24143,6.16,BATH,SEPARATE,241329,61.61,9717
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,24143,6.16,BATH,SHARED,98106,25.05,4472
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,24143,6.16,BATH,NONE,52238,13.34,9954
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,24143,6.16,LATRINE,SEWER,153833,39.28,5607
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,24143,6.16,LATRINE,SEPTIC TANK,26581,6.79,1110
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,24143,6.16,LATRINE,OPEN DRAIN,96680,24.68,6000
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,24143,6.16,LATRINE,PIT WITH SLAB,59207,15.12,1976
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,24143,6.16,LATRINE,OTHER,6161,1.57,773
PUNJAB,061,SAHIWAL DISTRICT,SAHIWAL DISTRICT,TOTAL,RENT FREE,24143,6.16,LATRINE,NONE,49211,12.56,8677
