province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,UNDER CONSTRUCTION,1918,1.9,WALL,BAKED BRICKS/BLOCKS/STONES,45366,44.93,804
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,UNDER CONSTRUCTION,1918,1.9,WALL,UNBAKED BRICKS/MUD,45748,45.31,849
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,UNDER CONSTRUCTION,1918,1.9,WALL,WOOD/BAMBOO,4059,4.02,106
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,UNDER CONSTRUCTION,1918,1.9,WALL,OTHERS,5795,5.74,159
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,UNDER CONSTRUCTION,1918,1.9,ROOF,RCC/RBC,5803,5.75,185
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,UNDER CONSTRUCTION,1918,1.9,ROOF,CEMENT/IRON SHEETS,2471,2.45,76
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,UNDER CONSTRUCTION,1918,1.9,ROOF,GARDER/T.IRON,34833,34.5,868
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,UNDER CONSTRUCTION,1918,1.9,ROOF,WOOD/BAMBOO,52700,52.19,662
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,UNDER CONSTRUCTION,1918,1.9,ROOF,OTHERS,5161,5.11,127
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,LESS THAN 5 YEARS,8605,8.52,WALL,BAKED BRICKS/BLOCKS/STONES,45366,44.93,3750
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,LESS THAN 5 YEARS,8605,8.52,WALL,UNBAKED BRICKS/MUD,45748,45.31,3736
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,LESS THAN 5 YEARS,8605,8.52,WALL,WOOD/BAMBOO,4059,4.02,337
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,LESS THAN 5 YEARS,8605,8.52,WALL,OTHERS,5795,5.74,782
