province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,2576,984246,504502,479669,75,105.18,382.08,9.9,8.49,546730,3.14
FATA,026,KHYBER AGENCY,KHYBER AGENCY,RURAL,NA,886789,453603,433126,60,104.73,NA,NA,8.55,492367,3.14
FATA,026,KHYBER AGENCY,KHYBER AGENCY,URBAN,NA,97457,50899,46543,15,109.36,NA,NA,7.99,54363,3.11
FATA,026,KHYBER AGENCY,BARA TEHSIL,TOTAL,1430,443449,224995,218433,21,103,310.1,NA,8.28,286184,2.33
FATA,026,KHYBER AGENCY,BARA TEHSIL,RURAL,NA,443449,224995,218433,21,103,NA,NA,8.28,286184,2.33
FATA,026,KHYBER AGENCY,BARA TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FATA,026,KHYBER AGENCY,JAMRUD TEHSIL,TOTAL,311,227557,116635,110894,28,105.18,731.69,28.01,8.31,96188,4.63
FATA,026,KHYBER AGENCY,JAMRUD TEHSIL,RURAL,NA,163829,83502,80312,15,103.97,NA,NA,8.41,64149,5.05
FATA,026,KHYBER AGENCY,JAMRUD TEHSIL,URBAN,NA,63728,33133,30582,13,108.34,NA,NA,8.05,32039,3.68
FATA,026,KHYBER AGENCY,LANDI KOTAL TEHSIL,TOTAL,679,273052,141939,131088,25,108.28,402.14,12.35,8.91,144714,3.39
FATA,026,KHYBER AGENCY,LANDI KOTAL TEHSIL,RURAL,NA,239323,124173,115127,23,107.86,NA,NA,9.08,122390,3.59
FATA,026,KHYBER AGENCY,LANDI KOTAL TEHSIL,URBAN,NA,33729,17766,15961,2,111.31,NA,NA,7.86,22324,2.19
FATA,026,KHYBER AGENCY,MULLA GORI TEHSIL,TOTAL,156,40188,20933,19254,1,108.72,257.62,NA,9.41,19644,3.83
FATA,026,KHYBER AGENCY,MULLA GORI TEHSIL,RURAL,NA,40188,20933,19254,1,108.72,NA,NA,9.41,19644,3.83
FATA,026,KHYBER AGENCY,MULLA GORI TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
