province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,OWNED,1,100968,90.38,27589,24.7,24837
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,RENTED,1,5726,5.13,27589,24.7,1344
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,RENT FREE,1,5021,4.49,27589,24.7,1408
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,OWNED,2,100968,90.38,29565,26.46,26296
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,RENTED,2,5726,5.13,29565,26.46,1824
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,RENT FREE,2,5021,4.49,29565,26.46,1445
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,OWNED,3,100968,90.38,21370,19.13,19141
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,RENTED,3,5726,5.13,21370,19.13,1319
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,RENT FREE,3,5021,4.49,21370,19.13,910
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,OWNED,4,100968,90.38,15055,13.48,13826
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,RENTED,4,5726,5.13,15055,13.48,631
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,RENT FREE,4,5021,4.49,15055,13.48,598
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,OWNED,5,100968,90.38,7315,6.55,6760
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,RENTED,5,5726,5.13,7315,6.55,281
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,RENT FREE,5,5021,4.49,7315,6.55,274
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,OWNED,6,100968,90.38,4442,3.98,4141
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,RENTED,6,5726,5.13,4442,3.98,134
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,RENT FREE,6,5021,4.49,4442,3.98,167
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,OWNED,7,100968,90.38,2314,2.07,2173
FATA,026,KHYBER AGENCY,KHYBER AGENCY,TOTAL,RENTED,7,5726,5.13,2314,2.07,86
