province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,6218,736903,380615,356227,61,106.85,118.51,19.38,5.81,376728,3.59
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,RURAL,NA,594107,307807,286270,30,107.52,NA,NA,5.84,353773,2.76
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,URBAN,NA,142796,72808,69957,31,104.08,NA,NA,5.66,22955,10.08
BALOCHISTAN,122,PISHIN DISTRICT,BARSHORE SUB-TEHSIL,TOTAL,2474,103423,52620,50802,1,103.58,41.8,0,5.97,95132,0.44
BALOCHISTAN,122,PISHIN DISTRICT,BARSHORE SUB-TEHSIL,RURAL,NA,103423,52620,50802,1,103.58,NA,NA,5.97,95132,0.44
BALOCHISTAN,122,PISHIN DISTRICT,BARSHORE SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,122,PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,TOTAL,418,132102,68415,63679,8,107.44,316.03,22.26,5.64,58093,4.41
BALOCHISTAN,122,PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,RURAL,NA,102700,53635,49057,8,109.33,NA,NA,5.58,58093,3.04
BALOCHISTAN,122,PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,URBAN,NA,29402,14780,14622,NA,101.08,NA,NA,5.88,NA,NA
BALOCHISTAN,122,PISHIN DISTRICT,KAREZAT SUB-TEHSIL,TOTAL,2044,137466,71584,65854,28,108.7,67.25,29.1,6.02,63375,4.15
BALOCHISTAN,122,PISHIN DISTRICT,KAREZAT SUB-TEHSIL,RURAL,NA,97469,51149,46315,5,110.44,NA,NA,6.15,63375,2.29
BALOCHISTAN,122,PISHIN DISTRICT,KAREZAT SUB-TEHSIL,URBAN,NA,39997,20435,19539,23,104.59,NA,NA,5.74,NA,NA
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN TEHSIL,TOTAL,1199,307610,159214,148376,20,107.3,256.56,11.56,5.78,131261,4.58
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN TEHSIL,RURAL,NA,272063,140788,131260,15,107.26,NA,NA,5.78,108306,4.96
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN TEHSIL,URBAN,NA,35547,18426,17116,5,107.65,NA,NA,5.81,22955,2.32
BALOCHISTAN,122,PISHIN DISTRICT,SARANAN TEHSIL,TOTAL,83,56302,28782,27516,4,104.6,678.34,67.23,5.56,28867,3.57
BALOCHISTAN,122,PISHIN DISTRICT,SARANAN TEHSIL,RURAL,NA,18452,9615,8836,1,108.82,NA,NA,6.2,28867,-2.32
BALOCHISTAN,122,PISHIN DISTRICT,SARANAN TEHSIL,URBAN,NA,37850,19167,18680,3,102.61,NA,NA,5.29,NA,NA
