province_name,district_code,district_name,area_name,area_type,ownership_status,number_of_rooms,total_housing_units_by_ownership,percent_of_total_units_by_ownership,total_housing_units_by_size,percent_of_total_units_by_size,count
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,OWNED,1,111658,89.19,29216,23.34,25742
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENTED,1,3321,2.65,29216,23.34,786
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENT FREE,1,10218,8.16,29216,23.34,2688
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,OWNED,2,111658,89.19,45823,36.6,41204
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENTED,2,3321,2.65,45823,36.6,1152
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENT FREE,2,10218,8.16,45823,36.6,3467
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,OWNED,3,111658,89.19,24352,19.45,21500
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENTED,3,3321,2.65,24352,19.45,744
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENT FREE,3,10218,8.16,24352,19.45,2108
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,OWNED,4,111658,89.19,12395,9.9,10909
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENTED,4,3321,2.65,12395,9.9,383
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENT FREE,4,10218,8.16,12395,9.9,1103
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,OWNED,5,111658,89.19,4706,3.76,4194
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENTED,5,3321,2.65,4706,3.76,137
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENT FREE,5,10218,8.16,4706,3.76,375
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,OWNED,6,111658,89.19,3035,2.42,2798
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENTED,6,3321,2.65,3035,2.42,59
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENT FREE,6,10218,8.16,3035,2.42,178
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,OWNED,7,111658,89.19,1949,1.56,1811
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENTED,7,3321,2.65,1949,1.56,27
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENT FREE,7,10218,8.16,1949,1.56,111
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,OWNED,8,111658,89.19,1171,0.94,1096
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENTED,8,3321,2.65,1171,0.94,11
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENT FREE,8,10218,8.16,1171,0.94,64
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,OWNED,9,111658,89.19,2550,2.04,2404
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENTED,9,3321,2.65,2550,2.04,22
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,TOTAL,RENT FREE,9,10218,8.16,2550,2.04,124
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,RURAL,OWNED,1,91335,91.17,25249,25.2,23087
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,RURAL,RENTED,1,1813,1.81,25249,25.2,470
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN DISTRICT,RURAL,RENT FREE,1,7029,7.02,25249,25.2,1692
