province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
BALOCHISTAN,122,PISHIN DISTRICT,KAREZAT SUB-TEHSIL,KHANOZAI MC,"25,000 - 49,999",NA,NA,5.74,ALL SEXES,39997
BALOCHISTAN,122,PISHIN DISTRICT,KAREZAT SUB-TEHSIL,KHANOZAI MC,"25,000 - 49,999",NA,NA,5.74,MALE,20435
BALOCHISTAN,122,PISHIN DISTRICT,KAREZAT SUB-TEHSIL,KHANOZAI MC,"25,000 - 49,999",NA,NA,5.74,FEMALE,19539
BALOCHISTAN,122,PISHIN DISTRICT,KAREZAT SUB-TEHSIL,KHANOZAI MC,"25,000 - 49,999",NA,NA,5.74,TRANSGENDER,23
BALOCHISTAN,122,PISHIN DISTRICT,SARANAN TEHSIL,SARANAN MC,"25,000 - 49,999",NA,NA,5.29,ALL SEXES,37850
BALOCHISTAN,122,PISHIN DISTRICT,SARANAN TEHSIL,SARANAN MC,"25,000 - 49,999",NA,NA,5.29,MALE,19167
BALOCHISTAN,122,PISHIN DISTRICT,SARANAN TEHSIL,SARANAN MC,"25,000 - 49,999",NA,NA,5.29,FEMALE,18680
BALOCHISTAN,122,PISHIN DISTRICT,SARANAN TEHSIL,SARANAN MC,"25,000 - 49,999",NA,NA,5.29,TRANSGENDER,3
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN TEHSIL,PISHIN MUNICIPAL CORPORATION,"25,000 - 49,999",22955,2.32,5.81,ALL SEXES,35547
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN TEHSIL,PISHIN MUNICIPAL CORPORATION,"25,000 - 49,999",22955,2.32,5.81,MALE,18426
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN TEHSIL,PISHIN MUNICIPAL CORPORATION,"25,000 - 49,999",22955,2.32,5.81,FEMALE,17116
BALOCHISTAN,122,PISHIN DISTRICT,PISHIN TEHSIL,PISHIN MUNICIPAL CORPORATION,"25,000 - 49,999",22955,2.32,5.81,TRANSGENDER,5
BALOCHISTAN,122,PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,HURRAM ZAI MC,"25,000 - 49,999",NA,NA,5.88,ALL SEXES,29402
BALOCHISTAN,122,PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,HURRAM ZAI MC,"25,000 - 49,999",NA,NA,5.88,MALE,14780
BALOCHISTAN,122,PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,HURRAM ZAI MC,"25,000 - 49,999",NA,NA,5.88,FEMALE,14622
BALOCHISTAN,122,PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,HURRAM ZAI MC,"25,000 - 49,999",NA,NA,5.88,TRANSGENDER,0
