province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,housing_component,housing_material,total_by_material,percent_by_material,count
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,UNDER CONSTRUCTION,2700,2.32,WALL,BAKED BRICKS/BLOCKS/STONES,73000,62.71,1551
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,UNDER CONSTRUCTION,2700,2.32,WALL,UNBAKED BRICKS/MUD,29415,25.27,599
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,UNDER CONSTRUCTION,2700,2.32,WALL,WOOD/BAMBOO,12229,10.51,425
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,UNDER CONSTRUCTION,2700,2.32,WALL,OTHERS,1757,1.51,125
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,UNDER CONSTRUCTION,2700,2.32,ROOF,RCC/RBC,6990,6.01,370
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,UNDER CONSTRUCTION,2700,2.32,ROOF,CEMENT/IRON SHEETS,3559,3.06,242
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,UNDER CONSTRUCTION,2700,2.32,ROOF,GARDER/T.IRON,69360,59.59,1141
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,UNDER CONSTRUCTION,2700,2.32,ROOF,WOOD/BAMBOO,34896,29.98,843
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,UNDER CONSTRUCTION,2700,2.32,ROOF,OTHERS,1596,1.37,104
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,LESS THAN 5 YEARS,18347,15.76,WALL,BAKED BRICKS/BLOCKS/STONES,73000,62.71,10760
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,LESS THAN 5 YEARS,18347,15.76,WALL,UNBAKED BRICKS/MUD,29415,25.27,4778
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,LESS THAN 5 YEARS,18347,15.76,WALL,WOOD/BAMBOO,12229,10.51,2408
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,LESS THAN 5 YEARS,18347,15.76,WALL,OTHERS,1757,1.51,401
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,LESS THAN 5 YEARS,18347,15.76,ROOF,RCC/RBC,6990,6.01,1176
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,LESS THAN 5 YEARS,18347,15.76,ROOF,CEMENT/IRON SHEETS,3559,3.06,650
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,LESS THAN 5 YEARS,18347,15.76,ROOF,GARDER/T.IRON,69360,59.59,10066
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,LESS THAN 5 YEARS,18347,15.76,ROOF,WOOD/BAMBOO,34896,29.98,6020
SINDH,087,MATIARI DISTRICT,MATIARI DISTRICT,TOTAL,LESS THAN 5 YEARS,18347,15.76,ROOF,OTHERS,1596,1.37,435
