province_name,district_code,district_name,area_name,area_type,construction_age,total_by_age,percent_by_age,facility,source,total_by_facility,percent_by_facility,count
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,6220,4.08,KITCHEN,SEPARATE,69278,45.42,3412
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,6220,4.08,KITCHEN,SHARED,48778,31.98,1448
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,6220,4.08,KITCHEN,NONE,34485,22.61,1360
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,6220,4.08,BATH,SEPARATE,55885,36.64,3006
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,6220,4.08,BATH,SHARED,49015,32.13,1580
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,6220,4.08,BATH,NONE,47641,31.23,1634
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,6220,4.08,LATRINE,SEWER,17058,11.18,698
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,6220,4.08,LATRINE,SEPTIC TANK,4427,2.9,192
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,6220,4.08,LATRINE,OPEN DRAIN,46183,30.28,1565
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,6220,4.08,LATRINE,PIT WITH SLAB,30304,19.87,1499
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,6220,4.08,LATRINE,OTHER,13375,8.77,246
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,6220,4.08,LATRINE,NONE,41194,27.01,2020
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,39726,26.04,KITCHEN,SEPARATE,69278,45.42,17516
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,39726,26.04,KITCHEN,SHARED,48778,31.98,12763
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,39726,26.04,KITCHEN,NONE,34485,22.61,9447
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,39726,26.04,BATH,SEPARATE,55885,36.64,13399
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,39726,26.04,BATH,SHARED,49015,32.13,12761
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,39726,26.04,BATH,NONE,47641,31.23,13566
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,39726,26.04,LATRINE,SEWER,17058,11.18,3225
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,39726,26.04,LATRINE,SEPTIC TANK,4427,2.9,1672
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,39726,26.04,LATRINE,OPEN DRAIN,46183,30.28,10918
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,39726,26.04,LATRINE,PIT WITH SLAB,30304,19.87,6598
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,39726,26.04,LATRINE,OTHER,13375,8.77,4062
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,39726,26.04,LATRINE,NONE,41194,27.01,13251
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5-10 YEARS,60805,39.86,KITCHEN,SEPARATE,69278,45.42,28100
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5-10 YEARS,60805,39.86,KITCHEN,SHARED,48778,31.98,18919
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5-10 YEARS,60805,39.86,KITCHEN,NONE,34485,22.61,13786
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5-10 YEARS,60805,39.86,BATH,SEPARATE,55885,36.64,22406
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5-10 YEARS,60805,39.86,BATH,SHARED,49015,32.13,19350
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5-10 YEARS,60805,39.86,BATH,NONE,47641,31.23,19049
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5-10 YEARS,60805,39.86,LATRINE,SEWER,17058,11.18,6587
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5-10 YEARS,60805,39.86,LATRINE,SEPTIC TANK,4427,2.9,1225
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5-10 YEARS,60805,39.86,LATRINE,OPEN DRAIN,46183,30.28,18190
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5-10 YEARS,60805,39.86,LATRINE,PIT WITH SLAB,30304,19.87,13705
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5-10 YEARS,60805,39.86,LATRINE,OTHER,13375,8.77,5410
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5-10 YEARS,60805,39.86,LATRINE,NONE,41194,27.01,15688
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,11-50 YEARS,39223,25.71,KITCHEN,SEPARATE,69278,45.42,16951
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,11-50 YEARS,39223,25.71,KITCHEN,SHARED,48778,31.98,13808
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,11-50 YEARS,39223,25.71,KITCHEN,NONE,34485,22.61,8464
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,11-50 YEARS,39223,25.71,BATH,SEPARATE,55885,36.64,14613
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,11-50 YEARS,39223,25.71,BATH,SHARED,49015,32.13,13728
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,11-50 YEARS,39223,25.71,BATH,NONE,47641,31.23,10882
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,11-50 YEARS,39223,25.71,LATRINE,SEWER,17058,11.18,6075
