province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,2925,1.92,BAKED BRICKS/BLOCKS/STONES,2824,1.85,853
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,2925,1.92,UNBAKED BRICKS/MUD,1784,1.17,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,2925,1.92,WOOD/BAMBOO,1403,0.92,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,2925,1.92,OTHERS,209,0.14,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,2925,1.92,BAKED BRICKS/BLOCKS/STONES,13522,8.86,494
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,2925,1.92,UNBAKED BRICKS/MUD,14856,9.74,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,2925,1.92,WOOD/BAMBOO,10404,6.82,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,2925,1.92,OTHERS,944,0.62,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,2925,1.92,BAKED BRICKS/BLOCKS/STONES,26088,17.1,834
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,2925,1.92,UNBAKED BRICKS/MUD,16726,10.96,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,2925,1.92,WOOD/BAMBOO,16734,10.97,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,2925,1.92,OTHERS,1257,0.82,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,2925,1.92,BAKED BRICKS/BLOCKS/STONES,19594,12.85,680
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,2925,1.92,UNBAKED BRICKS/MUD,10271,6.73,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,2925,1.92,WOOD/BAMBOO,8530,5.59,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,11 - 50 YEARS,RCC/RBC,2925,1.92,OTHERS,828,0.54,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,2925,1.92,BAKED BRICKS/BLOCKS/STONES,1857,1.22,64
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,2925,1.92,UNBAKED BRICKS/MUD,1765,1.16,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,2925,1.92,WOOD/BAMBOO,2277,1.49,0
SINDH,076,KASHMOR DISTRICT,KASHMOR DISTRICT,TOTAL,OVER 50 YEARS,RCC/RBC,2925,1.92,OTHERS,668,0.44,0
