province_name,district_code,district_name,area_name,locality_name,locality_bucket,pop_98,avg_annual_growth_98_17,avg_hh_size,gender,total_population
SINDH,076,KASHMOR DISTRICT,KANDHKOT TALUKA,KANDHKOT MC,"100,000 - 199,999",67566,2.13,5.61,ALL SEXES,100850
SINDH,076,KASHMOR DISTRICT,KANDHKOT TALUKA,KANDHKOT MC,"100,000 - 199,999",67566,2.13,5.61,MALE,52371
SINDH,076,KASHMOR DISTRICT,KANDHKOT TALUKA,KANDHKOT MC,"100,000 - 199,999",67566,2.13,5.61,FEMALE,48465
SINDH,076,KASHMOR DISTRICT,KANDHKOT TALUKA,KANDHKOT MC,"100,000 - 199,999",67566,2.13,5.61,TRANSGENDER,14
SINDH,076,KASHMOR DISTRICT,KASHMOR TALUKA,KASHMOR TC,"50,000 - 99,999",28548,3.59,6,ALL SEXES,55908
SINDH,076,KASHMOR DISTRICT,KASHMOR TALUKA,KASHMOR TC,"50,000 - 99,999",28548,3.59,6,MALE,28837
SINDH,076,KASHMOR DISTRICT,KASHMOR TALUKA,KASHMOR TC,"50,000 - 99,999",28548,3.59,6,FEMALE,27058
SINDH,076,KASHMOR DISTRICT,KASHMOR TALUKA,KASHMOR TC,"50,000 - 99,999",28548,3.59,6,TRANSGENDER,13
SINDH,076,KASHMOR DISTRICT,KANDHKOT TALUKA,GHAUSPUR TC,"25,000 - 49,999",25081,1.81,5.44,ALL SEXES,35319
SINDH,076,KASHMOR DISTRICT,KANDHKOT TALUKA,GHAUSPUR TC,"25,000 - 49,999",25081,1.81,5.44,MALE,18087
SINDH,076,KASHMOR DISTRICT,KANDHKOT TALUKA,GHAUSPUR TC,"25,000 - 49,999",25081,1.81,5.44,FEMALE,17230
SINDH,076,KASHMOR DISTRICT,KANDHKOT TALUKA,GHAUSPUR TC,"25,000 - 49,999",25081,1.81,5.44,TRANSGENDER,2
SINDH,076,KASHMOR DISTRICT,KASHMOR TALUKA,GUDDU TC,"10,000 - 24,999",24028,0.11,6.24,ALL SEXES,24537
SINDH,076,KASHMOR DISTRICT,KASHMOR TALUKA,GUDDU TC,"10,000 - 24,999",24028,0.11,6.24,MALE,12903
SINDH,076,KASHMOR DISTRICT,KASHMOR TALUKA,GUDDU TC,"10,000 - 24,999",24028,0.11,6.24,FEMALE,11627
SINDH,076,KASHMOR DISTRICT,KASHMOR TALUKA,GUDDU TC,"10,000 - 24,999",24028,0.11,6.24,TRANSGENDER,7
SINDH,076,KASHMOR DISTRICT,TANGWANI TALUKA,KARAMPUR TC,"10,000 - 24,999",7313,3.5,5.59,ALL SEXES,14085
SINDH,076,KASHMOR DISTRICT,TANGWANI TALUKA,KARAMPUR TC,"10,000 - 24,999",7313,3.5,5.59,MALE,7175
SINDH,076,KASHMOR DISTRICT,TANGWANI TALUKA,KARAMPUR TC,"10,000 - 24,999",7313,3.5,5.59,FEMALE,6909
SINDH,076,KASHMOR DISTRICT,TANGWANI TALUKA,KARAMPUR TC,"10,000 - 24,999",7313,3.5,5.59,TRANSGENDER,1
SINDH,076,KASHMOR DISTRICT,TANGWANI TALUKA,TANGWANI TC,"10,000 - 24,999",7987,2.35,5.67,ALL SEXES,12425
SINDH,076,KASHMOR DISTRICT,TANGWANI TALUKA,TANGWANI TC,"10,000 - 24,999",7987,2.35,5.67,MALE,6426
SINDH,076,KASHMOR DISTRICT,TANGWANI TALUKA,TANGWANI TC,"10,000 - 24,999",7987,2.35,5.67,FEMALE,5999
SINDH,076,KASHMOR DISTRICT,TANGWANI TALUKA,TANGWANI TC,"10,000 - 24,999",7987,2.35,5.67,TRANSGENDER,0
SINDH,076,KASHMOR DISTRICT,KASHMOR TALUKA,BUXAPUR TC,"10,000 - 24,999",7398,1.87,5.17,ALL SEXES,10535
SINDH,076,KASHMOR DISTRICT,KASHMOR TALUKA,BUXAPUR TC,"10,000 - 24,999",7398,1.87,5.17,MALE,5432
SINDH,076,KASHMOR DISTRICT,KASHMOR TALUKA,BUXAPUR TC,"10,000 - 24,999",7398,1.87,5.17,FEMALE,5101
SINDH,076,KASHMOR DISTRICT,KASHMOR TALUKA,BUXAPUR TC,"10,000 - 24,999",7398,1.87,5.17,TRANSGENDER,2
