province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,pop_all,pop_male,pop_fem,pop_trans,lit_all,lit_male,lit_fem,lit_trans,primary_male,primary_fem,primary_trans,matric_male,matric_fem,matric_trans,degree_male,degree_fem,degree_trans,muslim,non_muslim,age_10_up,age_18_up,age_60_up,working_10_up,cnic_18_up
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,NA,NA,NA,YES,TANDO MUHAMMAD KHAN DISTRICT,142037,73488,68531,18,51.42,59.5,42.75,61.11,14035,10112,7,9154,5914,1,4160,2127,1,110160,31877,102076,76959,7060,30614,57978
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,NA,NA,YES,BULRI SHAH KARIM TALUKA,6381,3292,3087,2,43.65,51.91,35.05,0,520,385,0,348,207,0,128,45,0,5577,804,4497,3303,323,1627,2522
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,BULRI SHAH KARIM TC,NA,YES,BULRI SHAH KARIM TC,6381,3292,3087,2,43.65,51.91,35.05,0,520,385,0,348,207,0,128,45,0,5577,804,4497,3303,323,1627,2522
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,BULRI SHAH KARIM TC,CHARGE NO 04,YES,CHARGE NO 04,6381,3292,3087,2,43.65,51.91,35.05,0,520,385,0,348,207,0,128,45,0,5577,804,4497,3303,323,1627,2522
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,BULRI SHAH KARIM TC,CHARGE NO 04,NO,CIRCLE NO 01,6381,3292,3087,2,43.65,51.91,35.05,0,520,385,0,348,207,0,128,45,0,5577,804,4497,3303,323,1627,2522
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,NA,NA,YES,TANDO GHULAM HYDER TALUKA,33788,17668,16120,0,33.64,43.52,22.96,0,2619,1536,0,1299,358,0,230,71,0,23714,10074,22942,16693,1578,8159,11986
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,TANDO GHULAM HYDER TC,NA,YES,TANDO GHULAM HYDER TC,33788,17668,16120,0,33.64,43.52,22.96,0,2619,1536,0,1299,358,0,230,71,0,23714,10074,22942,16693,1578,8159,11986
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,TANDO GHULAM HYDER TC,CHARGE NO 03,YES,CHARGE NO 03,33788,17668,16120,0,33.64,43.52,22.96,0,2619,1536,0,1299,358,0,230,71,0,23714,10074,22942,16693,1578,8159,11986
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,TANDO GHULAM HYDER TC,CHARGE NO 03,NO,CIRCLE NO 01,6844,3601,3243,0,37.29,45.14,28.52,0,524,319,0,341,135,0,65,32,0,4352,2492,4840,3413,311,1817,2541
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,TANDO GHULAM HYDER TC,CHARGE NO 03,NO,CIRCLE NO 02,12069,6295,5774,0,27.92,37.63,17.49,0,899,475,0,280,67,0,55,19,0,8040,4029,8085,6002,606,2644,4350
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,TANDO GHULAM HYDER TC,CHARGE NO 03,NO,CIRCLE NO 03,7975,4138,3837,0,34.73,46.64,22.22,0,588,359,0,412,96,0,75,19,0,6203,1772,5379,3900,360,1970,2711
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,TANDO GHULAM HYDER TC,CHARGE NO 03,NO,CIRCLE NO 04,3589,1890,1699,0,44.05,55.43,31.7,0,395,236,0,173,41,0,24,1,0,2374,1215,2422,1753,153,970,1373
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,TANDO GHULAM HYDER TC,CHARGE NO 03,NO,CIRCLE NO 05,3311,1744,1567,0,32.54,40.81,23.38,0,213,147,0,93,19,0,11,0,0,2745,566,2216,1625,148,758,1011
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,NA,NA,YES,TANDO MUHAMMAD KHAN TALUKA,101868,52528,49324,16,57.35,64.9,49.27,68.75,10896,8191,7,7507,5349,1,3802,2011,1,80869,20999,74637,56963,5159,20828,43470
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,NA,YES,TANDO MUHAMMAD KHAN MC,101868,52528,49324,16,57.35,64.9,49.27,68.75,10896,8191,7,7507,5349,1,3802,2011,1,80869,20999,74637,56963,5159,20828,43470
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 02,YES,CHARGE NO 02,42336,21758,20576,2,59.46,68.4,50.01,50,4839,3596,0,3214,2190,0,1673,816,0,32833,9503,31247,23784,2061,7256,18487
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 02,NO,CIRCLE NO 01,3416,1744,1672,0,63.32,72.89,53.28,0,367,299,0,275,200,0,170,59,0,2462,954,2407,1835,127,12,1407
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 02,NO,CIRCLE NO 02,5981,3091,2890,0,50.23,60.3,39.34,0,490,306,0,359,175,0,148,50,0,2963,3018,4354,3258,283,1554,2440
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 02,NO,CIRCLE NO 03,3887,1989,1898,0,69.43,75.77,62.7,0,423,433,0,397,252,0,238,116,0,3549,338,2915,2182,181,718,1743
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 02,NO,CIRCLE NO 04,11182,5749,5432,1,52.2,61.82,42.09,100,1427,963,0,678,434,0,231,110,0,8698,2484,8143,6069,523,1476,4649
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 02,NO,CIRCLE NO 05,8212,4213,3998,1,58.53,65.9,50.79,0,836,646,0,656,488,0,443,248,0,6332,1880,6140,4820,446,1552,3774
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 02,NO,CIRCLE NO 06,5313,2738,2575,0,66.88,76.51,56.61,0,714,538,0,398,279,0,217,106,0,4707,606,4001,3027,253,1274,2400
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 02,NO,CIRCLE NO 07,4345,2234,2111,0,70.7,80.44,60.5,0,582,411,0,451,362,0,226,127,0,4122,223,3287,2593,248,670,2074
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 03,YES,CHARGE NO 03,37059,19123,17923,13,65.68,70.93,60.02,76.92,4117,3269,7,3284,2745,1,1788,1092,1,34120,2939,27820,21584,2074,10049,16944
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 03,NO,CIRCLE NO 01,7229,3712,3517,0,83.29,87.86,78.32,0,1018,845,0,847,738,0,512,332,0,6826,403,5696,4502,443,1850,3857
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 03,NO,CIRCLE NO 02,4154,2129,2021,4,78.75,81.11,76.14,100,460,395,3,463,496,0,330,196,1,3943,211,3285,2641,261,1302,2374
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 03,NO,CIRCLE NO 03,3400,1751,1649,0,91.89,95.3,88.29,0,328,329,0,511,457,0,387,268,0,3215,185,2651,2156,261,985,1920
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 03,NO,CIRCLE NO 04,6695,3458,3234,3,55.38,62.88,47.33,33.33,738,533,0,490,336,0,196,110,0,5537,1158,4989,3871,371,1589,2816
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 03,NO,CIRCLE NO 05,8591,4500,4090,1,43.31,49.48,36.53,100,710,500,1,512,368,0,212,106,0,8105,486,6255,4691,420,2630,3252
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 03,NO,CIRCLE NO 06,6990,3573,3412,5,61.37,67.06,55.32,80,863,667,3,461,350,1,151,80,0,6494,496,4944,3723,318,1693,2725
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TANDO MUHAMMAD KHAN MC,CHARGE NO 04,YES,CHARGE NO 04,22473,11647,10825,1,38.21,47.16,28.58,0,1940,1326,0,1009,414,0,341,103,0,13916,8557,15570,11595,1024,3523,8039
