province_name,district_code,district_name,area_name,area_type,gender,group_all_ages,group_under_01,group_under_05,group_under_10,group_under_16,group_05_24,group_15_24,group_15_29,group_15_49,group_15_64,group_18_60,group_18_and_up,group_60_and_up,group_65_and_up
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN DISTRICT,TOTAL,ALL SEXES,677098,15098,103215,214284,307754,311595,121332,174201,318761,362299,312827,344045,33697,21321
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN DISTRICT,TOTAL,MALE,349122,7760,52307,110425,161056,163680,62842,88642,163177,185559,159099,174372,16601,10418
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN DISTRICT,TOTAL,FEMALE,327888,7338,50908,103859,146693,147897,58472,85527,155521,176662,153659,169591,17081,10893
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN DISTRICT,TOTAL,TRANSGENDER,88,0,0,0,5,18,18,32,63,78,69,82,15,10
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN DISTRICT,RURAL,ALL SEXES,535061,12091,84076,89717,248641,247219,93755,134821,247311,280569,242437,267086,26637,16952
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN DISTRICT,RURAL,MALE,275634,6242,42540,84606,130171,130055,48621,68592,126404,143382,122868,134905,13098,8278
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN DISTRICT,RURAL,FEMALE,259357,5849,41536,0,118466,117149,45119,66203,120858,137125,119515,132116,13527,8666
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN DISTRICT,RURAL,TRANSGENDER,70,0,0,39961,4,15,15,26,49,62,54,65,12,8
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN DISTRICT,URBAN,ALL SEXES,142037,3007,19139,20708,59113,64376,27577,39380,71450,81730,70390,76959,7060,4369
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN DISTRICT,URBAN,MALE,73488,1518,9767,19253,30885,33625,14221,20050,36773,42177,36231,39467,3503,2140
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN DISTRICT,URBAN,FEMALE,68531,1489,9372,0,28227,30748,13353,19324,34663,39537,34144,37475,3554,2227
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN DISTRICT,URBAN,TRANSGENDER,18,0,0,0,1,3,3,6,14,16,15,17,3,2
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,TOTAL,ALL SEXES,237011,5236,36268,75312,108237,108357,41483,59811,110836,126081,108607,119935,12279,7788
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,TOTAL,MALE,122078,2695,18302,38686,56579,56935,21424,30359,56690,64447,55144,60697,6049,3818
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,TOTAL,FEMALE,114909,2541,17966,36626,51656,51415,20052,29441,54128,61615,53446,59216,6225,3965
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,TOTAL,TRANSGENDER,24,0,0,0,2,7,7,11,18,19,17,22,5,5
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,RURAL,ALL SEXES,230630,5112,35365,73428,105437,105468,40337,58182,107717,122553,105607,116632,11956,7581
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,RURAL,MALE,118786,2627,17827,37692,55117,55441,20841,29547,55081,62638,53608,59021,5901,3721
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,RURAL,FEMALE,111822,2485,17538,35736,50318,50020,19489,28624,52619,59897,51983,57591,6051,3856
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,RURAL,TRANSGENDER,22,0,0,0,2,7,7,11,17,18,16,20,4,4
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,URBAN,ALL SEXES,6381,124,903,1884,2800,2889,1146,1629,3119,3528,3000,3303,323,207
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,URBAN,MALE,3292,68,475,994,1462,1494,583,812,1609,1809,1536,1676,148,97
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,URBAN,FEMALE,3087,56,428,890,1338,1395,563,817,1509,1718,1463,1625,174,109
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,BULRI SHAH KARIM TALUKA,URBAN,TRANSGENDER,2,0,0,0,0,0,0,0,1,1,1,2,1,1
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,TOTAL,ALL SEXES,184683,4181,29531,61555,87515,86556,32317,46008,83858,95073,82098,90479,9016,5840
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,TOTAL,MALE,95079,2146,15007,31876,46007,45603,16748,23351,42690,48400,41390,45457,4403,2817
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,TOTAL,FEMALE,89585,2035,14524,29679,41507,40948,15564,22649,41156,46657,40695,45005,4608,3020
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,TOTAL,TRANSGENDER,19,0,0,0,1,5,5,8,12,16,13,17,5,3
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,RURAL,ALL SEXES,150895,3379,24439,50709,71784,70498,26108,37283,68137,77238,66862,73786,7438,4828
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,RURAL,MALE,77411,1724,12378,26127,37585,36998,13512,18883,34591,39222,33571,36924,3615,2325
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,RURAL,FEMALE,73465,1655,12061,24582,34198,33495,12591,18392,33534,38000,33278,36845,3818,2500
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,RURAL,TRANSGENDER,19,0,0,0,1,5,5,8,12,16,13,17,5,3
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,URBAN,ALL SEXES,33788,802,5092,10846,15731,16058,6209,8725,15721,17835,15236,16693,1578,1012
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,URBAN,MALE,17668,422,2629,5749,8422,8605,3236,4468,8099,9178,7819,8533,788,492
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,URBAN,FEMALE,16120,380,2463,5097,7309,7453,2973,4257,7622,8657,7417,8160,790,520
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO GHULAM HYDER TALUKA,URBAN,TRANSGENDER,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TOTAL,ALL SEXES,255404,5681,37416,77417,112002,116682,47532,68382,124067,141145,122122,133631,12402,7693
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TOTAL,MALE,131965,2919,18998,39863,58470,61142,24670,34932,63797,72712,62565,68218,6149,3783
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TOTAL,FEMALE,123394,2762,18418,37554,53530,55534,22856,33437,60237,68390,59518,65370,6248,3908
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,TOTAL,TRANSGENDER,45,0,0,0,2,6,6,13,33,43,39,43,5,2
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,RURAL,ALL SEXES,153536,3600,24272,50186,71420,71253,27310,39356,71457,80778,69968,76668,7243,4543
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,RURAL,MALE,79437,1891,12335,25898,37469,37616,14268,20162,36732,41522,35689,38960,3582,2232
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,RURAL,FEMALE,74070,1709,11937,24288,33950,33634,13039,19187,34705,39228,34254,37680,3658,2310
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,RURAL,TRANSGENDER,29,0,0,0,1,3,3,7,20,28,25,28,3,1
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,URBAN,ALL SEXES,101868,2081,13144,27231,40582,45429,20222,29026,52610,60367,52154,56963,5159,3150
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,URBAN,MALE,52528,1028,6663,13965,21001,23526,10402,14770,27065,31190,26876,29258,2567,1551
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,URBAN,FEMALE,49324,1053,6481,13266,19580,21900,9817,14250,25532,29162,25264,27690,2590,1598
SINDH,090,TANDO MUHAMMAD KHAN DISTRICT,TANDO MUHAMMAD KHAN TALUKA,URBAN,TRANSGENDER,16,0,0,0,1,3,3,6,13,15,14,15,2,1
