province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,3622,5011066,2528990,2481457,619,101.92,1383.51,58.85,6.63,3400940,2.06
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,RURAL,NA,2061948,1032024,1029715,209,100.22,NA,NA,6.81,1681902,1.08
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,URBAN,NA,2949118,1496966,1451742,410,103.12,NA,NA,6.52,1719038,2.88
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA CITY TEHSIL,TOTAL,131,259764,131374,128365,25,102.34,1982.93,71.55,6.68,115122,4.37
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA CITY TEHSIL,RURAL,NA,73890,37904,35977,9,105.36,NA,NA,6.52,20654,6.93
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA CITY TEHSIL,URBAN,NA,185874,93470,92388,16,101.17,NA,NA,6.74,94468,3.62
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA SADDAR TEHSIL,TOTAL,783,2806529,1426685,1379480,364,103.42,3584.33,77.15,6.57,1812137,2.32
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA SADDAR TEHSIL,RURAL,NA,641189,321787,319316,86,100.77,NA,NA,6.74,586535,0.47
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA SADDAR TEHSIL,URBAN,NA,2165340,1104898,1060164,278,104.22,NA,NA,6.52,1225602,3.04
PUNJAB,047,GUJRANWALA DISTRICT,KAMOKE TEHSIL,TOTAL,834,579690,294210,285392,88,103.09,695.07,42.92,6.95,405366,1.9
PUNJAB,047,GUJRANWALA DISTRICT,KAMOKE TEHSIL,RURAL,NA,330876,167798,163050,28,102.91,NA,NA,7.16,253078,1.42
PUNJAB,047,GUJRANWALA DISTRICT,KAMOKE TEHSIL,URBAN,NA,248814,126412,122342,60,103.33,NA,NA,6.68,152288,2.61
PUNJAB,047,GUJRANWALA DISTRICT,NOWSHERA VIRKAN TEHSIL,TOTAL,678,534811,268389,266373,49,100.76,788.81,9.23,7.04,424082,1.23
PUNJAB,047,GUJRANWALA DISTRICT,NOWSHERA VIRKAN TEHSIL,RURAL,NA,485434,243677,241716,41,100.81,NA,NA,7.03,390142,1.15
PUNJAB,047,GUJRANWALA DISTRICT,NOWSHERA VIRKAN TEHSIL,URBAN,NA,49377,24712,24657,8,100.22,NA,NA,7.1,33940,1.99
PUNJAB,047,GUJRANWALA DISTRICT,WAZIRABAD TEHSIL,TOTAL,1196,830272,408332,421847,93,96.8,694.21,36.1,6.39,644233,1.34
PUNJAB,047,GUJRANWALA DISTRICT,WAZIRABAD TEHSIL,RURAL,NA,530559,260858,269656,45,96.74,NA,NA,6.54,431493,1.09
PUNJAB,047,GUJRANWALA DISTRICT,WAZIRABAD TEHSIL,URBAN,NA,299713,147474,152191,48,96.9,NA,NA,6.13,212740,1.82
