province_name,district_code,district_name,area_name,area_type,construction_duration,number_of_rooms,total_housing_units_by_duration,percent_of_total_units_by_duration,total_housing_units_by_size,percent_of_total_units_by_size,count
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,UNDER CONSTRUCTION,1,11051,1.75,94985,15.01,1787
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,LESS THAN 5 YEARS,1,99394,15.71,94985,15.01,14537
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,5-10 YEARS,1,174767,27.62,94985,15.01,24357
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,11-50 YEARS,1,336357,53.16,94985,15.01,52521
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,OVER 50 YEARS,1,11190,1.77,94985,15.01,1783
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,UNDER CONSTRUCTION,2,11051,1.75,181020,28.61,3301
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,LESS THAN 5 YEARS,2,99394,15.71,181020,28.61,30045
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,5-10 YEARS,2,174767,27.62,181020,28.61,51730
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,11-50 YEARS,2,336357,53.16,181020,28.61,92931
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,OVER 50 YEARS,2,11190,1.77,181020,28.61,3013
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,UNDER CONSTRUCTION,3,11051,1.75,152006,24.02,2689
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,LESS THAN 5 YEARS,3,99394,15.71,152006,24.02,24445
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,5-10 YEARS,3,174767,27.62,152006,24.02,43871
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,11-50 YEARS,3,336357,53.16,152006,24.02,78698
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,OVER 50 YEARS,3,11190,1.77,152006,24.02,2303
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,UNDER CONSTRUCTION,4,11051,1.75,101181,15.99,1565
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,LESS THAN 5 YEARS,4,99394,15.71,101181,15.99,15297
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,5-10 YEARS,4,174767,27.62,101181,15.99,27804
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,11-50 YEARS,4,336357,53.16,101181,15.99,54719
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,OVER 50 YEARS,4,11190,1.77,101181,15.99,1796
PUNJAB,047,GUJRANWALA DISTRICT,GUJRANWALA DISTRICT,TOTAL,UNDER CONSTRUCTION,5,11051,1.75,43831,6.93,704
