province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,housing_component,housing_material,total_by_material,percent_by_material,count
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,WALL,BAKED BRICKS/BLOCKS/STONES,69578,77.06,59736
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,WALL,UNBAKED BRICKS/MUD,16665,18.46,10580
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,WALL,WOOD/BAMBOO,2738,3.03,1684
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,WALL,OTHERS,1310,1.45,987
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,ROOF,RCC/RBC,46114,51.07,40586
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,ROOF,CEMENT/IRON SHEETS,7972,8.83,6795
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,ROOF,GARDER/T.IRON,7423,8.22,5957
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,ROOF,WOOD/BAMBOO,26874,29.76,18129
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,ROOF,OTHERS,1908,2.11,1520
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENTED,10981,12.16,WALL,BAKED BRICKS/BLOCKS/STONES,69578,77.06,6958
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENTED,10981,12.16,WALL,UNBAKED BRICKS/MUD,16665,18.46,3191
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENTED,10981,12.16,WALL,WOOD/BAMBOO,2738,3.03,687
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENTED,10981,12.16,WALL,OTHERS,1310,1.45,145
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENTED,10981,12.16,ROOF,RCC/RBC,46114,51.07,4286
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENTED,10981,12.16,ROOF,CEMENT/IRON SHEETS,7972,8.83,867
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENTED,10981,12.16,ROOF,GARDER/T.IRON,7423,8.22,763
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENTED,10981,12.16,ROOF,WOOD/BAMBOO,26874,29.76,4859
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENTED,10981,12.16,ROOF,OTHERS,1908,2.11,206
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENT FREE,6323,7,WALL,BAKED BRICKS/BLOCKS/STONES,69578,77.06,2884
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENT FREE,6323,7,WALL,UNBAKED BRICKS/MUD,16665,18.46,2894
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENT FREE,6323,7,WALL,WOOD/BAMBOO,2738,3.03,367
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENT FREE,6323,7,WALL,OTHERS,1310,1.45,178
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENT FREE,6323,7,ROOF,RCC/RBC,46114,51.07,1242
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENT FREE,6323,7,ROOF,CEMENT/IRON SHEETS,7972,8.83,310
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENT FREE,6323,7,ROOF,GARDER/T.IRON,7423,8.22,703
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENT FREE,6323,7,ROOF,WOOD/BAMBOO,26874,29.76,3886
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,RENT FREE,6323,7,ROOF,OTHERS,1908,2.11,182
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,OWNED,67067,81.89,WALL,BAKED BRICKS/BLOCKS/STONES,62632,76.47,54590
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,OWNED,67067,81.89,WALL,UNBAKED BRICKS/MUD,15568,19.01,9968
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,OWNED,67067,81.89,WALL,WOOD/BAMBOO,2470,3.02,1566
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,OWNED,67067,81.89,WALL,OTHERS,1233,1.51,943
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,OWNED,67067,81.89,ROOF,RCC/RBC,41161,50.26,36827
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,OWNED,67067,81.89,ROOF,CEMENT/IRON SHEETS,6733,8.22,5844
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,OWNED,67067,81.89,ROOF,GARDER/T.IRON,7107,8.68,5744
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,OWNED,67067,81.89,ROOF,WOOD/BAMBOO,25110,30.66,17208
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,OWNED,67067,81.89,ROOF,OTHERS,1792,2.19,1444
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,RENTED,8771,10.71,WALL,BAKED BRICKS/BLOCKS/STONES,62632,76.47,5337
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,RENTED,8771,10.71,WALL,UNBAKED BRICKS/MUD,15568,19.01,2765
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,RENTED,8771,10.71,WALL,WOOD/BAMBOO,2470,3.02,545
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,RENTED,8771,10.71,WALL,OTHERS,1233,1.51,124
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,RURAL,RENTED,8771,10.71,ROOF,RCC/RBC,41161,50.26,3164
