province_name,district_code,district_name,area_name,area_type,household_sizes,number_of_rooms,total_housing_units_by_hh_size,percent_of_total_units_by_hh_size,rooms_per_housing_unit,total_housing_units_by_room_size,percent_of_total_units_by_room_size,persons_per_housing_unit,count
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,1 PERSON,1,707,0.78,2.22,12395,13.73,5.15,311
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,2 PERSONS,1,3172,3.51,2.29,12395,13.73,5.15,1222
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,3 PERSONS,1,4996,5.53,2.4,12395,13.73,5.15,1591
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,4 PERSONS,1,7822,8.66,2.53,12395,13.73,5.15,1993
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,5 PERSONS,1,11197,12.4,2.62,12395,13.73,5.15,2303
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,6 PERSONS,1,12933,14.32,2.8,12395,13.73,5.15,2018
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,7 PERSONS,1,11377,12.6,2.94,12395,13.73,5.15,1373
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,8 PERSONS,1,8902,9.86,3.14,12395,13.73,5.15,718
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,9 PERSONS,1,6473,7.17,3.33,12395,13.73,5.15,383
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,10 PERSONS AND ABOVE,1,22712,25.15,4.4,12395,13.73,5.15,483
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,1 PERSON,2,707,0.78,2.22,24854,27.53,6.36,190
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,2 PERSONS,2,3172,3.51,2.29,24854,27.53,6.36,987
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,3 PERSONS,2,4996,5.53,2.4,24854,27.53,6.36,1679
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,4 PERSONS,2,7822,8.66,2.53,24854,27.53,6.36,2808
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,5 PERSONS,2,11197,12.4,2.62,24854,27.53,6.36,4009
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,6 PERSONS,2,12933,14.32,2.8,24854,27.53,6.36,4523
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,7 PERSONS,2,11377,12.6,2.94,24854,27.53,6.36,3780
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,8 PERSONS,2,8902,9.86,3.14,24854,27.53,6.36,2737
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,9 PERSONS,2,6473,7.17,3.33,24854,27.53,6.36,1669
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,10 PERSONS AND ABOVE,2,22712,25.15,4.4,24854,27.53,6.36,2472
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,1 PERSON,3,707,0.78,2.22,20657,22.88,7.61,90
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,2 PERSONS,3,3172,3.51,2.29,20657,22.88,7.61,422
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,3 PERSONS,3,4996,5.53,2.4,20657,22.88,7.61,822
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,4 PERSONS,3,7822,8.66,2.53,20657,22.88,7.61,1476
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,5 PERSONS,3,11197,12.4,2.62,20657,22.88,7.61,2470
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,6 PERSONS,3,12933,14.32,2.8,20657,22.88,7.61,3174
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,7 PERSONS,3,11377,12.6,2.94,20657,22.88,7.61,3063
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,8 PERSONS,3,8902,9.86,3.14,20657,22.88,7.61,2464
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,9 PERSONS,3,6473,7.17,3.33,20657,22.88,7.61,1900
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,10 PERSONS AND ABOVE,3,22712,25.15,4.4,20657,22.88,7.61,4776
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,1 PERSON,4,707,0.78,2.22,15469,17.13,8.98,54
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,2 PERSONS,4,3172,3.51,2.29,15469,17.13,8.98,233
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,3 PERSONS,4,4996,5.53,2.4,15469,17.13,8.98,439
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,4 PERSONS,4,7822,8.66,2.53,15469,17.13,8.98,788
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,5 PERSONS,4,11197,12.4,2.62,15469,17.13,8.98,1388
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,6 PERSONS,4,12933,14.32,2.8,15469,17.13,8.98,1778
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,7 PERSONS,4,11377,12.6,2.94,15469,17.13,8.98,1793
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,8 PERSONS,4,8902,9.86,3.14,15469,17.13,8.98,1698
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,9 PERSONS,4,6473,7.17,3.33,15469,17.13,8.98,1443
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,10 PERSONS AND ABOVE,4,22712,25.15,4.4,15469,17.13,8.98,5855
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,1 PERSON,5,707,0.78,2.22,7550,8.36,10.13,21
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,2 PERSONS,5,3172,3.51,2.29,7550,8.36,10.13,144
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,3 PERSONS,5,4996,5.53,2.4,7550,8.36,10.13,209
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,4 PERSONS,5,7822,8.66,2.53,7550,8.36,10.13,370
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,5 PERSONS,5,11197,12.4,2.62,7550,8.36,10.13,536
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,6 PERSONS,5,12933,14.32,2.8,7550,8.36,10.13,732
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,7 PERSONS,5,11377,12.6,2.94,7550,8.36,10.13,680
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,8 PERSONS,5,8902,9.86,3.14,7550,8.36,10.13,677
