province_name,district_code,district_name,area_name,area_type,ownership_status,total_by_tenure,percent_by_tenure,utility,source,total_by_source,percent_by_source,count
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,INSIDE WATER,TOTAL INSIDE,74629,82.65,61253
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,INSIDE WATER,TAP,19337,21.42,15129
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,INSIDE WATER,ELECTRIC/HAND PUMP,32750,36.27,28343
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,INSIDE WATER,PROTECTED WELL,16060,17.79,13263
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,INSIDE WATER,UN-PROTECTED WELL,1801,1.99,1240
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,INSIDE WATER,OTHERS,4681,5.18,3278
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,OUTSIDE WATER,TOTAL OUTSIDE,15662,17.35,11734
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,OUTSIDE WATER,TAP,3285,3.64,2662
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,OUTSIDE WATER,ELECTRIC/HAND PUMP,3910,4.33,2563
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,OUTSIDE WATER,PROTECTED WELL,1933,2.14,1388
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,OUTSIDE WATER,UN-PROTECTED WELL,671,0.74,463
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,OUTSIDE WATER,SPRING,2969,3.29,2642
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,OUTSIDE WATER,CANAL/RIVER/POND,253,0.28,130
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,OUTSIDE WATER,OTHERS,2641,2.92,1886
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,OWNED,72987,80.84,COOKING FUEL,WOOD,62662,69.4,2662
