province_name,district_code,district_name,area_name,locality_size,locality_count,gender,total_population
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,51,ALL SEXES,650120
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,51,MALE,325555
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,51,FEMALE,324534
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,TOTAL,51,TRANSGENDER,31
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,"5,000 AND ABOVE",32,ALL SEXES,610097
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,"5,000 AND ABOVE",32,MALE,305508
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,"5,000 AND ABOVE",32,FEMALE,304562
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,"5,000 AND ABOVE",32,TRANSGENDER,27
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,"2,000 - 4,999",8,ALL SEXES,30456
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,"2,000 - 4,999",8,MALE,15445
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,"2,000 - 4,999",8,FEMALE,15007
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,"2,000 - 4,999",8,TRANSGENDER,4
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,"1,000 - 1,999",5,ALL SEXES,7113
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,"1,000 - 1,999",5,MALE,3443
KHYBER PAKTUNKHWA,025,MALAKAND PROTECTED AREA,MALAKAND PROTECTED AREA,"1,000 - 1,999",5,FEMALE,3670
