province_name,district_code,district_name,sublvl_01,sublvl_02,sublvl_03,summary_row,area_name,hadbast_deh_number,total_housing,pacca_housing,semi_pacca_housing,kacha_housing,potable_water,electricity,gas,kitchen,bath_room,latrine,avg_hh_size
BALOCHISTAN,114,JAFFARABAD DISTRICT,NA,NA,NA,YES,JAFFARABAD DISTRICT,NA,54851,5010,6564,43277,11641,42933,2236,20270,21434,19542,6.35
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,NA,NA,YES,GANDHAKA TEHSIL,NA,12388,1343,1126,9919,1036,10007,55,5331,4960,4230,5.93
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,NA,YES,AHMED ABAD QH,NA,3923,256,448,3219,177,3171,8,1213,1136,1114,6.18
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,YES,COLONEY NO 2 PC,NA,1978,166,346,1466,154,1657,3,824,793,746,6.25
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 014,0000069,155,2,3,150,0,131,0,4,17,16,6.43
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 015,0000070,145,23,2,120,3,124,0,26,24,18,8.71
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 019,0000071,302,71,18,213,15,288,1,279,277,285,6.87
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 020,0000072,124,25,4,95,3,113,0,100,84,62,6.27
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 021,0000073,45,0,0,45,0,45,0,41,36,36,4.76
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 022,0000074,174,1,5,168,3,119,1,174,174,174,5.81
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 023,0000075,72,0,2,70,28,34,0,3,4,6,6.51
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 024,0000076,86,0,9,77,49,59,0,11,16,20,5.94
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 025,0000077,75,2,0,73,19,75,0,11,6,1,6.21
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 026,0000078,47,2,0,45,1,43,0,25,4,4,5.74
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 028,0000079,54,0,0,54,0,51,0,33,44,0,6.28
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 029,0000080,64,14,0,50,3,50,0,18,19,14,5.97
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 030,0000081,55,0,16,39,0,16,0,15,8,7,5.87
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 031,0000082,129,8,93,28,1,114,0,21,24,31,5.02
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 032,0000083,253,15,172,66,28,234,1,44,43,49,5.47
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 033,0000084,32,0,12,20,0,16,0,0,0,0,6.34
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 034,0000085,91,3,1,87,0,84,0,4,3,7,6.04
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 035,0000086,33,0,1,32,1,27,0,14,10,13,6.7
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 2 PC,NO,CHAK NO 047,0000087,42,0,8,34,0,34,0,1,0,3,5.95
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 4 PC,YES,COLONEY NO 4 PC,NA,730,3,24,703,3,492,3,16,15,12,4.9
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 4 PC,NO,CHAK NO 055,0000113,11,0,0,11,0,0,0,0,0,1,6.73
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 4 PC,NO,CHAK NO 056,0000114,138,0,0,138,0,0,0,1,2,0,4.96
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 4 PC,NO,CHAK NO 057,0000115,17,2,0,15,0,9,0,5,2,1,5.76
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 4 PC,NO,CHAK NO 058,0000116,18,0,0,18,0,0,0,1,0,0,6.44
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 4 PC,NO,CHAK NO 059,0000117,12,0,0,12,0,0,1,4,8,3,5.17
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 4 PC,NO,CHAK NO 060,0000118,155,0,2,153,0,104,0,0,0,4,3.77
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 4 PC,NO,CHAK NO 061,0000119,51,0,21,30,0,51,0,0,0,0,5
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONEY NO 4 PC,NO,CHAK NO 062,0000120,328,1,1,326,3,328,2,5,3,3,5.18
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONY NO 3 PC,YES,COLONY NO 3 PC,NA,1215,87,78,1050,20,1022,2,373,328,356,6.85
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONY NO 3 PC,NO,CHAK NO 027,0000088,60,0,3,57,0,60,0,0,0,3,6.68
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONY NO 3 PC,NO,CHAK NO 036,0000089,127,11,6,110,0,97,0,15,14,35,5.55
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONY NO 3 PC,NO,CHAK NO 037,0000090,74,3,1,70,1,40,0,0,0,0,5.26
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONY NO 3 PC,NO,CHAK NO 038,0000091,12,0,1,11,0,6,0,4,0,1,6.58
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,AHMED ABAD QH,COLONY NO 3 PC,NO,CHAK NO 039,0000092,285,46,14,225,7,273,0,193,206,113,9.92
