province_name,district_code,district_name,area_name,locality_size,locality_count,gender,total_population
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,TOTAL,184,ALL SEXES,356261
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,TOTAL,184,MALE,182378
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,TOTAL,184,FEMALE,173838
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,TOTAL,184,TRANSGENDER,45
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,"5,000 AND ABOVE",19,ALL SEXES,122493
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,"5,000 AND ABOVE",19,MALE,62782
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,"5,000 AND ABOVE",19,FEMALE,59701
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,"5,000 AND ABOVE",19,TRANSGENDER,10
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,"2,000 - 4,999",44,ALL SEXES,141566
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,"2,000 - 4,999",44,MALE,72643
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,"2,000 - 4,999",44,FEMALE,68893
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,"2,000 - 4,999",44,TRANSGENDER,30
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,"1,000 - 1,999",38,ALL SEXES,54381
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,"1,000 - 1,999",38,MALE,27771
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,"1,000 - 1,999",38,FEMALE,26606
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,"1,000 - 1,999",38,TRANSGENDER,4
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,500 - 999,37,ALL SEXES,26263
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,500 - 999,37,MALE,13237
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,500 - 999,37,FEMALE,13025
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,500 - 999,37,TRANSGENDER,1
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,200 - 499,33,ALL SEXES,10274
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,200 - 499,33,MALE,5293
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,200 - 499,33,FEMALE,4981
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,200 - 499,33,TRANSGENDER,0
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,LESS THAN 200,12,ALL SEXES,1284
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,LESS THAN 200,12,MALE,652
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,LESS THAN 200,12,FEMALE,632
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,LESS THAN 200,12,TRANSGENDER,0
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,UN-INHABITED,1,ALL SEXES,0
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,UN-INHABITED,1,MALE,0
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,UN-INHABITED,1,FEMALE,0
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,UN-INHABITED,1,TRANSGENDER,0
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,TOTAL,90,ALL SEXES,74881
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,TOTAL,90,MALE,38209
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,TOTAL,90,FEMALE,36650
