province_name,district_code,district_name,area_name,area_type,construction_age,roof_material,total_by_roof_material,percent_by_roof_material,wall_material,total_by_wall_material,percent_by_wall_material,count
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,594,1.18,BAKED BRICKS/BLOCKS/STONES,468,0.93,116
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,594,1.18,UNBAKED BRICKS/MUD,306,0.61,0
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,594,1.18,WOOD/BAMBOO,142,0.28,0
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,TOTAL,UNDER CONSTRUCTION,RCC/RBC,594,1.18,OTHERS,85,0.17,0
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,594,1.18,BAKED BRICKS/BLOCKS/STONES,2901,5.77,158
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,594,1.18,UNBAKED BRICKS/MUD,5882,11.7,0
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,594,1.18,WOOD/BAMBOO,1101,2.19,0
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,TOTAL,LESS THAN 5 YEARS,RCC/RBC,594,1.18,OTHERS,434,0.86,0
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,594,1.18,BAKED BRICKS/BLOCKS/STONES,8877,17.66,156
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,TOTAL,5 - 10 YEARS,RCC/RBC,594,1.18,UNBAKED BRICKS/MUD,7850,15.62,0
