province_name,district_code,district_name,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,TOTAL,1643,513972,262872,251047,53,104.71,312.83,30.68,6.46,291290,3.03
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,RURAL,NA,356261,182378,173838,45,104.91,NA,NA,6.35,213973,2.71
BALOCHISTAN,114,JAFFARABAD DISTRICT,JAFFARABAD DISTRICT,URBAN,NA,157711,80494,77209,8,104.25,NA,NA,6.72,77317,3.82
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,TOTAL,554,74881,38209,36650,22,104.25,135.16,NA,5.93,52767,1.86
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,RURAL,NA,74881,38209,36650,22,104.25,NA,NA,5.93,52767,1.86
BALOCHISTAN,114,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,114,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,TOTAL,690,253107,130000,123077,30,105.62,366.82,31.99,6.48,131060,3.52
BALOCHISTAN,114,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,RURAL,NA,172149,88378,83749,22,105.53,NA,NA,6.37,92689,3.31
BALOCHISTAN,114,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,URBAN,NA,80958,41622,39328,8,105.83,NA,NA,6.75,38371,4
BALOCHISTAN,114,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,TOTAL,399,185984,94663,91320,1,103.66,466.13,41.27,6.67,107463,2.92
BALOCHISTAN,114,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,RURAL,NA,109231,55791,53439,1,104.4,NA,NA,6.65,68517,2.48
BALOCHISTAN,114,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,URBAN,NA,76753,38872,37881,NA,102.62,NA,NA,6.69,38946,3.63
